stop_id,count
10549,315
10546,315
10545,237
10548,197
10573,130
10577,110
20178,108
10576,101
20181,82
10552,74
10579,62
10543,61
10558,54
20198,53
20197,46
20179,44
20183,41
10565,33
20185,30
10561,30
20180,29
20140,29
20142,28
10562,28
20176,27
20182,26
20143,26
10581,25
20127,24
20141,23
20177,22
10580,22
20139,22
20158,21
20184,20
20192,20
20191,18
20156,18
20137,18
20195,18
10365,17
20130,17
20001,15
20129,14
20174,14
20133,14
20128,13
10383,13
20136,13
10542,12
20132,12
20138,12
20193,11
20134,11
20194,10
20124,10
20125,10
20159,9
20188,9
20199,9
20131,8
20175,8
20157,8
20135,6
20187,6
20186,5
20190,5
20189,5
20168,5
20162,4
10582,4
20171,4
20165,3
20161,3
20166,2
20163,2
20173,2
20170,2
10541,1
20332,1
20172,1
10628,1
10629,1
20169,1
20333,1
