stop_id,count
10629,403
10630,181
10633,147
10631,144
10628,124
10363,122
10632,121
10638,92
10634,84
40469,72
10368,50
40472,48
10353,46
10359,37
10360,36
10611,35
10358,32
10636,31
10635,31
10627,30
30100,25
40828,24
10357,23
30101,20
10354,17
10356,16
10355,16
40827,12
40516,11
40296,11
40467,11
40459,9
10352,9
40460,9
10351,9
10612,9
40826,7
40767,7
40461,6
40306,6
40816,6
40341,5
40250,5
40338,4
40463,4
10615,4
40458,4
40815,4
40813,4
40456,4
40800,3
40803,3
40340,3
40305,3
40294,3
10614,2
40349,2
40246,2
40696,2
40814,2
40825,2
40304,2
40704,2
40832,2
40320,2
40329,2
40330,2
40316,2
10618,1
40889,1
40817,1
40831,1
10704,1
10864,1
40256,1
40129,1
40836,1
10602,1
40251,1
40327,1
40694,1
40702,1
40701,1
40328,1
40268,1
40274,1
40291,1
40295,1
40299,1
40300,1
40301,1
40307,1
40355,1
40348,1
40343,1
40312,1
40895,1
