stop_id,count
10835,147
10707,128
10709,124
10735,120
10740,105
10737,103
10297,89
10790,87
10751,83
10728,83
10832,79
10744,76
10729,75
10752,64
10733,59
10753,56
10839,52
10743,51
10304,51
10303,49
10713,48
10750,47
10732,43
10706,43
30491,41
30496,38
10741,37
10745,37
10736,32
30337,32
10298,29
10746,29
10302,27
10300,24
30467,23
30487,20
30500,20
30476,19
30339,17
30490,16
10749,15
30338,13
10132,13
10619,13
30478,12
30502,12
30480,12
10748,12
30479,10
30486,10
30494,9
30464,9
10747,9
30439,8
30600,8
30463,8
30459,8
30438,7
30501,6
30462,6
10299,6
10301,6
30599,6
10134,5
30754,5
30586,4
30456,4
30425,4
10616,3
10614,3
10650,3
30465,3
30589,3
30908,2
30605,2
30603,2
30606,2
30590,2
30588,2
30969,2
30582,2
30448,2
10618,2
30585,1
30581,1
30510,1
30509,1
30604,1
30437,1
30396,1
30782,1
30838,1
30843,1
30909,1
30949,1
30433,1
