stop_id,count
11039,219
10534,167
10631,130
10473,120
10477,109
10482,107
10488,104
10484,102
10707,101
10487,99
10629,96
10481,91
10486,86
10483,82
10630,68
10485,68
30096,65
10475,64
10402,62
10632,61
10474,60
10538,55
10135,51
10633,51
10635,49
10480,47
10472,46
10543,46
10634,46
10581,45
10536,45
30094,43
10478,39
10696,39
10471,38
10476,33
10542,33
10695,32
30095,32
10637,29
10583,29
30091,27
10628,25
30097,25
30092,24
30913,24
10465,20
30089,19
10470,17
10469,17
30088,16
10582,15
10466,13
10468,13
10541,12
10454,12
30083,12
10464,11
10463,11
10461,11
30078,10
30079,10
10453,9
30163,9
10460,9
30085,9
30466,9
30115,8
30248,8
10467,8
30468,7
30086,7
30087,7
30474,7
30116,6
30470,6
30477,6
10479,6
30080,6
10455,6
10456,6
10459,6
10457,5
30165,4
10458,4
30245,4
30081,4
30475,4
30520,4
10462,3
30472,3
10451,3
20082,3
30193,2
30272,2
30281,2
30315,2
30521,1
30194,1
30271,1
30270,1
30195,1
30192,1
10450,1
20018,1
20037,1
20084,1
20542,1
