stop_id,count
10428,27
20435,26
20020,22
30812,20
20009,19
10370,18
30686,17
20149,17
20006,17
30668,17
20036,16
20005,16
10367,15
10372,15
20525,14
10823,14
20008,14
30687,13
30690,13
30689,12
20039,12
30817,11
30403,11
20004,11
20026,11
30671,10
20010,10
30663,10
20003,9
30880,9
30811,9
30810,8
10369,8
20007,8
20038,8
20030,8
10371,7
20032,7
30786,7
20014,7
10375,7
30753,7
10377,7
20021,7
10818,7
10366,7
10365,7
30662,6
20609,6
30648,6
30815,6
20015,6
20025,6
10374,6
20022,6
11023,6
20011,6
20016,6
20024,5
30749,5
20013,5
30767,5
20028,5
20029,5
30814,5
10373,4
30601,4
30600,4
30649,4
30813,4
40531,4
30769,3
30787,3
10609,3
30645,3
40290,3
30632,3
30363,3
20027,3
30785,3
30577,3
40217,2
30804,2
40195,2
30717,2
30771,2
30816,2
30650,2
30890,2
10376,2
30631,2
30630,2
30626,2
30365,2
20019,2
30619,2
30646,2
40393,2
30581,2
20033,2
40264,1
40690,1
40670,1
40689,1
40787,1
40694,1
40532,1
40200,1
40193,1
40536,1
40189,1
40526,1
40203,1
40525,1
40207,1
40215,1
40523,1
40417,1
40390,1
40294,1
40293,1
40292,1
40291,1
40524,1
30629,1
30879,1
30578,1
20023,1
20035,1
30024,1
30106,1
30126,1
30128,1
30184,1
30361,1
30362,1
30381,1
30383,1
30387,1
30590,1
30872,1
30599,1
30620,1
30622,1
30624,1
30640,1
30642,1
30647,1
30770,1
30780,1
30784,1
30803,1
30818,1
40879,1
