stop_id,count
10498,5
10297,4
10524,4
50551,3
10508,3
10512,3
10519,3
50298,2
10499,2
10500,2
10501,2
11039,2
10523,2
50275,2
10526,2
10535,2
50564,2
50553,1
50269,1
50497,1
50490,1
50268,1
50271,1
10159,1
50557,1
50555,1
50262,1
50562,1
50567,1
50574,1
50576,1
50577,1
50579,1
50586,1
50616,1
50678,1
50720,1
50264,1
10641,1
50190,1
20089,1
10494,1
10495,1
10502,1
10505,1
10509,1
10510,1
10511,1
10513,1
10514,1
10515,1
10517,1
10518,1
10521,1
10528,1
10529,1
10530,1
10543,1
10620,1
10644,1
11025,1
20088,1
50881,1
