stop_id,count
10631,10
30096,5
10630,5
10870,5
10112,4
10633,4
10632,4
30094,4
10208,3
10206,3
10113,3
10194,3
10629,3
10628,3
10636,3
30091,2
30084,2
10810,2
60328,2
60334,2
60337,2
30097,2
60338,2
60348,2
40522,2
10819,2
10840,2
10114,2
10634,2
10190,2
10618,2
10703,1
60330,1
40520,1
40521,1
10214,1
10211,1
60329,1
10207,1
40442,1
60335,1
60336,1
10201,1
60349,1
40519,1
30913,1
40440,1
10638,1
10327,1
10584,1
30095,1
10594,1
10617,1
30085,1
30082,1
20476,1
10878,1
10877,1
10619,1
10635,1
10814,1
60928,1
