stop_id,count
10772,189
10759,188
10754,187
10765,143
10751,133
10646,132
10753,119
10757,102
10766,94
10758,86
10611,82
10773,80
10755,79
10756,79
10644,54
30181,49
30180,33
10767,32
30266,28
30262,26
30265,24
30259,24
30203,22
30201,19
10768,18
30263,18
30204,14
30257,14
30264,13
30255,12
30258,11
30256,10
30202,10
10615,7
30247,7
10777,6
30250,6
30246,6
10776,4
10612,4
10614,4
30254,4
30244,4
30240,4
30249,3
10775,3
30243,3
10617,3
30252,3
30209,2
10870,2
30896,2
10619,2
10618,2
30216,2
10616,2
30237,2
30236,2
30359,1
30384,1
30381,1
30378,1
30355,1
30372,1
30599,1
30920,1
30366,1
10199,1
30242,1
30241,1
30233,1
30232,1
30230,1
30221,1
30220,1
10205,1
10778,1
10638,1
10594,1
30925,1
