stop_id,count
10631,407
10629,215
10840,181
30090,178
10599,167
10630,167
30093,135
30118,131
30096,129
30094,112
10171,111
10632,107
10633,106
30175,105
30095,102
30097,99
10600,93
10595,92
30176,91
30120,78
10634,76
10628,73
30196,69
30117,61
10619,59
30542,58
10638,56
10636,50
10598,49
30547,47
30913,46
30119,46
10596,45
10611,44
30197,44
30198,43
30200,43
30548,42
10704,42
10065,34
30261,32
10067,28
10635,28
10627,26
10186,26
10063,25
10911,23
30260,20
10001,20
10607,20
30665,19
10185,19
30277,17
50925,17
50657,15
10005,15
50910,15
10172,14
10064,14
10061,13
10910,12
50924,12
50926,11
50788,11
10066,11
10614,11
30279,10
30543,9
50911,9
30549,9
30276,9
30539,8
10616,8
10618,8
10002,8
30311,7
50658,7
10003,7
10703,7
50730,7
30278,7
10612,7
50784,7
30666,6
50923,6
50353,6
50785,6
50633,6
30664,5
30669,5
10006,5
50769,5
50106,4
50763,4
10004,4
10615,4
50912,4
50768,4
30498,4
30296,4
10062,4
30667,3
30685,3
50786,2
50787,2
50849,2
50313,2
50310,2
50303,2
50105,2
30331,2
30540,2
30488,2
30668,2
10009,2
30497,2
10059,2
10060,2
30489,2
30321,2
30499,1
30495,1
30494,1
30493,1
30320,1
30330,1
30527,1
50914,1
50920,1
50922,1
10058,1
10008,1
60144,1
30525,1
30764,1
30744,1
30680,1
30686,1
30684,1
50108,1
50110,1
50111,1
50300,1
50302,1
30683,1
30678,1
50634,1
50348,1
30676,1
50474,1
50480,1
50483,1
50599,1
50604,1
30670,1
60146,1
