,support,itemsets
316,0.00025265285497726126,28 20056
317,0.00025265285497726126,29 10102
318,0.00025265285497726126,29 10106
319,0.00025265285497726126,29 10108
545,0.00025265285497726126,60 60121
320,0.00025265285497726126,29 10109
543,0.00025265285497726126,60 60119
321,0.00025265285497726126,29 10110
322,0.00025265285497726126,31 10406
323,0.00025265285497726126,31 10428
324,0.00025265285497726126,31 20479
325,0.00025265285497726126,32 10632
326,0.00025265285497726126,32 30034
327,0.00025265285497726126,33 10297
535,0.00025265285497726126,60 10600
534,0.00025265285497726126,60 10172
533,0.00025265285497726126,60 10085
328,0.00025265285497726126,33 10790
531,0.00025265285497726126,59 50615
530,0.00025265285497726126,59 10159
529,0.00025265285497726126,58 50819
528,0.00025265285497726126,58 50496
554,0.00025265285497726126,60 60132
312,0.00025265285497726126,28 10790
309,0.00025265285497726126,28 10414
576,0.00025265285497726126,60 60259
589,0.00025265285497726126,649 60718
588,0.00025265285497726126,649 60242
278,0.00025265285497726126,24 20137
280,0.00025265285497726126,24 20140
281,0.00025265285497726126,24 20141
283,0.00025265285497726126,24 20157
284,0.00025265285497726126,24 20162
285,0.00025265285497726126,24 20165
578,0.00025265285497726126,60 60718
288,0.00025265285497726126,24 20175
575,0.00025265285497726126,60 60249
305,0.00025265285497726126,25 20199
289,0.00025265285497726126,24 20176
290,0.00025265285497726126,24 20177
294,0.00025265285497726126,24 20182
567,0.00025265285497726126,60 60155
566,0.00025265285497726126,60 60154
300,0.00025265285497726126,24 20193
564,0.00025265285497726126,60 60152
301,0.00025265285497726126,24 20197
303,0.00025265285497726126,25 10548
304,0.00025265285497726126,25 10561
868,0.00025265285497726126,BLUE 62042
