,stop_route_id,average_boardings
2816,10562 11,976.043
6672,60675 BLUE,910.7
2523,60673 75,862.5
7232,10611 BLUE,809.6856
2931,10545 11,595.4714
2849,60674 60,564.143
2203,10823 77,544.4714
681,10831 BLUE,493.0286
1374,61212 BLUE,491.8856
4676,62015 677,460.157
1450,61104 BLUE,453.3856
278,10629 47,443.81440000000003
2077,60674 47,436.9572
706,40789 75,419.6714
3917,10822 78,409.88570000000004
4993,11029 BLUE,401.8001
3240,60673 78,398.3714
3996,10132 BLUE,396.1572
3577,10545 21,390.6999
1966,10611 18,382.6428
1911,10629 11,381.1998
2082,10543 11,369.7428
5755,10562 21,362.9713
120,40786 47,362.2713
2873,10583 11,359.17150000000004
4806,10707 19,355.7285
1772,61213 BLUE,352.91429999999997
5367,60069 BLUE,342.4288
2735,60106 671,341.2857
221,10619 16,339.12850000000003
5175,10880 74,334.9572
5327,40788 44,334.1428
3447,10134 BLUE,326.9285
1985,10542 11,325.043
2701,10635 11,323.8857
3975,10629 18,321.9856
4808,10707 15,321.8572
2844,10541 11,320.9715
1948,40787 77,316.14279999999997
5427,10561 21,315.8001
1914,10582 11,315.59999999999997
1938,60106 672,314.12850000000003
4513,60106 662,311.6999
3995,10171 18,311.2
2076,60674 36,309.6428
4421,50402 75,306.8284
2773,10611 16,299.7
1230,10619 18,298.81440000000003
69,10611 17,289.2143
176,11029 66,285.77139999999997
3525,10619 60,282.0715
4542,10615 BLUE,278.5
1497,40186 47,275.7
2741,10381 11,275.64300000000003
2862,10628 47,275.2857
3661,60105 60,273.1428
519,60105 BLUE,266.4715
5602,30379 18,263.40000000000003
3644,10824 66,262.1715
5386,61203 BLUE,258.2142
5214,10707 14,257.8286
5583,10496 14,257.32869999999997
2442,10271 71,252.2144
245,10638 19,251.48579999999998
8556,60673 74,251.3143
1067,10171 16,249.37140000000002
518,60105 75,249.05720000000002
4880,30779 17,246.5
4677,50404 75,245.67139999999998
5474,60408 66,245.1571
1143,10618 BLUE,243.2429
2708,10629 16,241.6287
3535,10638 55,239.75719999999998
2064,10543 19,233.87140000000002
1216,10541 21,231.7001
3083,40195 47,231.4999
4797,10159 BLUE,231.4571
3429,61202 BLUE,230.55710000000002
677,61204 BLUE,229.1715
1464,60105 671,228.57129999999998
6887,61206 BLUE,227.97150000000002
816,20304 24,225.1428
7327,10707 33,224.8001
2863,10581 11,224.55710000000002
517,60105 47,223.0999
1597,10634 11,221.71439999999998
1244,10638 14,221.4287
2893,40421 11,219.8856
2066,10541 19,217.74280000000002
6843,10543 15,216.1143
1110,10542 19,216.0285
3593,10580 11,213.55700000000002
7889,61216 BLUE,212.58579999999998
1667,61210 BLUE,209.8858
23,10642 BLUE,206.9143
117,10579 11,205.7001
1238,10561 11,203.4142
2881,10669 66,202.743
1462,60105 672,199.8428
6083,10543 21,199.0143
6103,20070 15,198.643
7041,10561 24,198.11430000000001
2123,10629 15,197.12869999999998
2200,10706 33,197.00019999999998
6350,10611 44,195.7145
7878,10546 21,195.25709999999998
7234,10615 18,194.59990000000002
4697,60105 662,193.1858
5407,40423 11,192.0858
2977,10825 79,191.5285
1778,30261 16,189.21450000000002
3972,61205 BLUE,188.8286
5374,10546 11,188.8
1231,10541 15,188.5857
1968,10542 15,188.1
6088,10543 14,187.88569999999999
4145,10545 24,185.57150000000001
100,10670 66,185.3857
2,10641 BLUE,185.0143
2774,10542 14,184.2714
4731,10454 15,183.0857
1505,40772 47,181.6856
4310,61211 BLUE,181.1285
6852,10582 55,180.2
252,10583 19,179.9569
8,10582 15,179.0856
4036,10067 16,178.7574
7194,60911 75,178.5
1028,10629 44,178.1714
6335,10068 18,177.81439999999998
1269,10583 15,177.3858
5371,10542 21,177.2714
2085,10581 19,176.24290000000002
6601,10627 47,174.97150000000002
2838,10581 14,172.6857
6869,10061 16,172.3572
205,10541 14,171.8287
7227,10625 47,170.4143
7138,10172 16,170.2286
3341,61256 677,168.8572
5592,10159 19,168.70000000000002
3536,10638 47,168.3285
5027,10583 14,167.8429
4290,20435 77,167.7715
1048,10582 19,167.51420000000002
5252,60137 676,165.5285
98,10614 33,165.44279999999998
2619,10576 11,165.24269999999999
4113,10583 55,161.1001
8271,10637 21,160.8429
2121,10616 BLUE,160.2144
727,10707 38,158.8429
800,10573 11,158.3713
1491,62004 BLUE,157.74280000000002
3616,61214 BLUE,157.65720000000002
3451,10615 16,157.5285
1905,10826 20,157.50009999999997
2506,20088 14,156.75709999999998
2300,10821 12,156.52870000000001
3598,10720 12,155.8429
4028,30893 71,153.8713
3513,30780 77,151.8998
6846,10704 18,151.8002
2433,11027 BLUE,151.60000000000002
4960,60029 BLUE,151.2142
1915,10582 14,151.1286
2794,10498 14,150.9572
1920,10635 47,150.457
4776,10881 24,149.757
304,10552 11,148.98579999999998
2521,50249 19,148.7571
1463,60105 74,148.1429
1299,10422 19,147.4571
5618,30071 18,146.843
2025,60140 60,146.3001
1021,10635 15,145.9143
2119,50570 14,145.65720000000002
2186,10066 18,143.9286
255,10628 18,143.61419999999998
4089,61215 BLUE,143.47129999999999
1418,61207 BLUE,142.6284
1227,10581 55,142.5997
1967,10614 18,140.7429
4133,20320 19,140.3001
5250,40784 43,140.1287
2167,50884 55,139.8713
1593,11031 BLUE,139.34279999999998
2835,10637 11,138.6858
8161,10552 21,138.2573
306,50407 75,138.0572
3459,10548 11,137.9857
2824,10562 12,137.2856
9587,20264 21,136.9715
1767,60096 60,136.3429
3421,60138 676,136.0429
6607,10874 17,135.97140000000002
2772,11030 47,135.5572
5109,11032 BLUE,135.0284
2877,10704 16,134.7714
1607,10172 18,134.61430000000001
8222,30499 16,134.0999
6092,30890 77,132.9715
2050,10562 24,132.5286
2285,60105 78,132.44279999999998
537,62014 29,132.0714
3786,10631 18,131.5427
2652,61256 74,131.4715
5599,20178 24,131.20010000000002
4093,10581 15,131.07150000000001
8018,10562 20,130.7715
6857,60148 47,129.0144
1984,10614 16,128.7284
5915,10159 55,128.6714
720,60146 47,128.6286
6637,50251 19,128.5143
4108,10628 11,128.2429
1129,30090 16,128.1
1701,10573 21,128.0716
2814,10612 18,127.1857
693,10172 60,126.77149999999999
3784,40789 90,125.4286
4613,60032 BLUE,125.3143
4048,10442 29,124.97139999999999
7542,61205 650,124.9286
2737,10171 60,124.857
3781,30043 18,124.6858
3418,10625 19,123.743
2582,30176 16,123.7285
6185,50405 75,123.51429999999999
4172,10577 11,123.40010000000001
5594,10631 16,122.3714
4326,60146 60,122.2715
27,50538 55,122.08590000000001
2801,10599 16,122.07140000000001
2820,60063 672,121.5857
1437,61208 BLUE,121.1714
8593,10541 24,120.7285
1987,10617 60,120.6998
2957,20082 15,120.3714
601,60290 66,120.0428
5066,50252 19,119.9999
3169,10159 14,119.857
4882,50310 75,119.8428
5587,30057 18,119.3571
6345,10625 14,119.3287
4686,40420 11,119.0858
78,60031 BLUE,119.0001
2436,10911 16,118.95739999999999
5379,30893 38,118.9143
1483,20432 19,117.743
1970,60138 60,117.5856
7266,50575 14,117.5143
196,10543 38,117.4856
4994,60095 BLUE,116.7283
3839,30200 16,116.32860000000001
281,10704 44,116.20009999999999
5370,10614 60,114.9286
6608,10579 55,114.8713
5163,60995 74,114.1999
2492,40785 45,114.0143
1102,40428 11,113.3999
1908,10635 18,113.3142
1337,50882 16,113.0001
2005,10615 17,112.77130000000001
1275,10704 17,112.6857
2997,62015 641,112.4429
3592,10066 16,112.34299999999999
4377,60291 66,111.3999
3767,20174 24,111.3143
4320,50206 19,110.42869999999999
5330,60656 BLUE,110.2714
8149,10543 24,110.0428
2046,11029 47,109.8428
684,30279 16,109.7573
2537,30077 18,109.44279999999999
6252,50633 75,108.67150000000001
4549,10618 18,108.243
4933,10635 16,107.4287
1928,30421 18,107.3999
0,61205 642,107.27149999999999
3515,30890 17,106.9428
3140,10567 11,106.9143
103,10617 18,106.7143
899,30248 15,106.2999
3471,50883 55,106.2429
4975,10548 21,106.19990000000001
6048,10546 24,105.9001
2087,10636 47,105.6284
1158,10648 33,105.5715
1360,10720 26,105.55720000000001
4029,10617 16,105.3146
6114,10549 11,105.2286
5911,40196 47,105.02860000000001
8479,20309 66,104.81429999999999
6059,10483 15,103.47149999999999
3170,10159 66,103.2571
2572,10519 14,103.2286
1201,50311 16,103.08579999999999
701,60458 18,103.0431
359,10580 55,102.40010000000001
5401,10612 16,102.0428
1043,10642 66,101.7569
2004,10277 71,101.1141
5376,11028 BLUE,100.957
3176,10631 47,100.89999999999999
1704,60292 66,100.8143
2507,10480 15,100.4999
1361,10720 23,100.07140000000001
1190,60063 662,99.8286
946,50250 19,99.7714
2007,10615 44,99.70009999999999
6175,10186 18,99.6001
4580,10619 33,99.47139999999999
2552,30377 71,98.92869999999999
1091,10835 33,98.8714
4782,10634 47,98.8
2636,50878 676,98.31439999999999
8634,10370 77,98.22869999999999
95,10611 20,97.6428
4528,10542 38,97.45710000000001
237,10628 16,97.1714
1027,10629 45,97.1285
491,10907 38,96.74289999999999
2017,10632 15,96.02860000000001
4409,60096 74,95.9571
1650,60097 60,95.9286
2867,10638 16,95.3143
351,60148 60,95.2143
908,30475 15,94.8571
1160,10618 16,94.657
4125,30054 18,93.9427
469,30416 18,93.9
4590,10624 47,93.5001
3219,50532 55,93.4859
2048,40209 47,93.3572
4995,60066 BLUE,93.2286
2594,60426 66,93.1571
1588,10741 33,92.6429
4967,30095 16,92.41430000000001
22,60149 47,92.31450000000001
3578,50262 14,92.1141
1598,10634 15,92.0713
254,10583 10,91.71419999999999
2388,60099 BLUE,91.5143
6363,10632 18,91.2572
3099,62005 BLUE,91.2428
6632,10628 44,91.1429
3436,10578 11,91.0715
1112,10542 24,90.9714
2419,60246 47,90.5857
1489,61179 671,90.4858
5736,10617 33,90.1285
2307,20072 20,90.0857
1781,10130 18,90.0145
894,50044 19,89.97139999999999
2347,50536 55,89.6856
2403,20177 24,89.3002
885,10150 18,88.8428
256,30198 16,88.1429
118,50574 14,88.0857
3790,10631 15,87.8143
1785,30246 17,87.7285
7079,10827 26,87.5428
6130,50298 14,87.3285
1309,30079 15,87.2858
6837,30078 15,87.2714
3539,10060 16,87.1286
4630,10063 16,87.0287
1934,10068 60,86.8001
4603,10616 18,86.743
110,10650 33,86.3285
4998,60114 47,86.3143
7727,10618 17,86.2144
6645,30311 16,86.0857
2833,60141 78,85.5
2791,40418 11,85.31439999999999
314,10549 21,85.0999
5834,40437 11,85.057
716,10643 14,84.8283
8107,10576 21,84.7286
8126,20245 21,84.7285
474,11032 47,84.7
4052,60144 60,84.1571
6174,10186 16,84.143
343,10646 17,83.8715
2527,40757 77,83.8142
94,11030 BLUE,83.7143
2517,20257 21,83.3858
3974,60149 60,83.2855
4109,60300 66,82.9572
1602,60246 60,82.5
5192,30262 17,82.357
5034,10518 14,82.2714
417,20456 26,82.0715
5357,10417 19,81.7144
6023,50253 19,81.5998
6360,10599 60,81.5715
6942,40385 11,81.4428
3793,20124 24,81.4286
4086,10637 24,81.4285
6458,20285 21,81.3714
5743,10632 16,81.143
5540,40195 77,81.0856
4043,10618 44,81.0001
1267,30092 18,80.8284
5392,11039 15,80.6999
2084,50403 75,79.91430000000001
2744,11023 77,79.87140000000001
4548,11039 19,79.69999999999999
5779,40195 75,79.6713
1265,10488 15,79.65729999999999
3976,10629 20,79.6287
133,10599 18,79.18560000000001
1801,10064 16,79.1429
3165,10487 15,79.0
5530,50880 93,78.8571
4973,10568 11,78.68570000000001
4745,50541 55,78.41420000000001
2213,30304 15,78.4001
3,10641 14,77.8856
2343,10664 66,77.7428
10312,10561 22,77.7143
2242,61209 BLUE,77.6428
5383,30095 18,77.44290000000001
5229,60097 74,77.4286
71,10611 32,77.3572
5753,50311 75,77.2857
2935,50262 55,77.2
2042,30601 33,77.0713
1695,40637 47,77.01429999999999
4983,20272 21,76.98570000000001
1665,40780 45,76.9143
2933,10473 15,76.8001
5916,11027 66,76.8
7741,30786 77,76.6858
4798,10159 47,76.5857
649,10569 11,76.2572
148,10648 60,76.1999
422,10494 14,76.1857
3063,10285 71,76.0429
2966,60064 672,75.8142
2793,10442 23,75.5715
3501,60141 47,75.4429
6330,10642 14,75.3856
680,10634 16,75.3428
5124,30091 18,75.0286
2175,50573 14,75.0142
3399,10205 17,74.9998
929,30073 18,74.7714
2437,30096 18,74.7714
6600,10533 14,74.7714
1924,10642 55,74.6715
45,60147 47,74.65719999999999
132,10740 33,74.5143
6188,10086 60,74.4142
4869,61278 650,74.4141
1997,40630 11,74.3714
5760,10581 43,74.2715
7183,30853 16,73.7855
1956,30076 18,73.6143
5128,20098 14,73.51419999999999
192,50569 14,73.49990000000001
6838,60140 676,73.3715
2635,30174 38,73.27120000000001
3788,10643 19,73.1431
3006,10426 29,73.0857
575,30175 16,72.9429
510,60124 BLUE,72.9285
1576,60293 66,72.89999999999999
4670,50537 55,72.8716
1018,60532 66,72.8573
4578,10638 18,72.82860000000001
4169,40415 11,72.74289999999999
1146,20269 21,72.74279999999999
5735,10627 18,72.7143
3687,60294 66,72.6714
8032,10545 22,72.5714
1065,30041 18,72.5571
3798,10143 18,72.44290000000001
3620,60113 47,72.4143
1982,10611 45,72.32860000000001
1071,10769 19,72.3142
7576,11033 BLUE,72.257
3389,60152 47,72.2285
3384,10641 55,72.1143
3638,61267 74,71.92869999999999
2418,10634 18,71.8001
2117,60120 60,71.78569999999999
3434,11028 47,71.7713
1939,30088 18,71.657
1931,50248 19,71.38560000000001
938,10200 55,71.3714
267,10616 16,71.3572
1319,30081 18,71.3286
1029,30094 15,71.3
4926,20085 15,71.1999
5768,10278 71,70.9142
4937,10582 43,70.8858
1153,30086 18,70.8429
7687,10145 18,70.6143
1044,10642 19,70.3714
59,50579 14,70.21430000000001
1937,60147 60,70.2
1791,10141 18,70.18560000000001
3198,60289 78,70.10000000000001
3279,60126 60,70.0856
1428,30374 18,69.8857
1203,10313 19,69.7001
4304,10489 19,69.3
515,30091 15,69.0429
6880,60105 36,68.9286
4001,10126 18,68.8142
8740,20276 21,68.7428
1305,10423 19,68.4713
7060,50207 14,68.38550000000001
4601,10477 15,68.243
2120,10528 14,68.2141
4657,40370 11,68.1571
11,60152 60,68.1571
714,30096 15,68.0286
2905,10737 33,68.0143
147,60144 47,67.943
6803,30209 17,67.88589999999999
4348,11022 66,67.78569999999999
2104,10619 17,67.657
3173,10075 66,67.61410000000001
4932,30013 18,67.5142
2239,62016 662,67.2713
4013,60103 BLUE,67.2571
3666,10771 19,67.1716
230,60070 671,67.1285
2118,10641 19,66.9998
6378,10636 18,66.8999
2139,10814 20,66.8858
5140,10076 66,66.5429
3383,10641 47,66.243
2802,10735 19,66.243
2110,10583 43,66.1286
3097,50763 16,66.1144
134,11034 BLUE,66.0856
2439,30096 16,65.9714
1038,60692 18,65.9572
823,50299 14,65.9571
401,10577 21,65.8286
6176,30602 77,65.8143
2056,40549 11,65.757
631,60121 60,65.4858
7240,30165 15,65.4572
859,10452 15,65.3001
411,60064 662,65.2572
3809,30048 18,65.1142
2952,10588 66,64.9855
2420,40286 47,64.8571
1540,61176 671,64.8428
5108,60122 BLUE,64.8143
3645,61189 74,64.6285
538,10875 29,64.61449999999999
2921,50207 55,64.343
4104,10616 17,64.3428
2920,30080 18,64.3284
1414,60118 60,64.2713
3453,10579 21,64.0999
2544,60384 18,64.0856
358,10303 71,63.7712
1157,10207 17,63.4571
674,10157 BLUE,63.457
2771,11030 66,63.371300000000005
4877,40065 47,63.285599999999995
8039,10078 60,63.2714
6648,11025 14,63.0145
983,40404 11,62.971500000000006
2930,10303 33,62.8143
2432,40409 11,62.8
7420,20001 11,62.6142
374,10756 17,62.5286
2128,10087 29,62.514199999999995
4403,40174 47,62.4714
5829,40022 47,62.4428
1567,20278 21,62.3856
3071,40436 11,62.285700000000006
1922,10790 19,62.1858
6393,10628 15,62.1427
4650,30668 16,62.0285
4989,30626 77,61.9857
1213,30179 38,61.9713
1292,10552 24,61.9571
991,60132 60,61.928700000000006
4365,30120 16,61.799899999999994
522,20075 15,61.7572
3912,50879 14,61.371300000000005
6132,40443 11,61.3428
3550,10695 15,61.214200000000005
6585,10642 47,61.1858
4116,10420 19,61.1857
4374,10428 77,61.157199999999996
159,30943 33,61.128499999999995
204,10541 38,61.0428
433,60113 75,61.0286
6824,30095 15,60.8715
6834,11039 14,60.8713
7008,10582 10,60.8286
2580,60709 74,60.6141
2559,10484 15,60.5714
6814,60138 47,60.5429
8493,10629 32,60.357200000000006
8297,30764 16,60.356899999999996
2960,20239 21,60.3429
5174,10754 17,60.3142
412,60064 91,60.199999999999996
73,10614 20,60.171600000000005
248,10624 14,60.0571
1165,10632 47,60.0428
804,62006 BLUE,59.928599999999996
3286,40416 11,59.799800000000005
1248,10624 19,59.7285
8742,61264 74,59.357200000000006
8855,10541 22,59.357099999999996
9395,10194 36,59.285700000000006
25,60154 47,59.2428
1240,10581 10,59.228699999999996
6332,30094 18,59.0572
2724,20245 11,59.0143
542,30116 15,58.956900000000005
3862,20090 14,58.8428
4030,10570 11,58.7855
1162,10735 38,58.7716
523,20075 20,58.7286
4929,10616 44,58.714400000000005
2673,20079 20,58.7
3178,10128 18,58.6284
212,10630 18,58.6001
1119,20256 21,58.5572
6765,40290 77,58.5286
5895,50406 75,58.499900000000004
4556,10612 17,58.414300000000004
4579,10619 20,58.3999
1926,30094 16,58.3857
2447,20084 15,58.271499999999996
4958,60138 75,58.2287
1486,10547 11,58.1145
2804,40314 47,58.057
3235,40672 43,58.014199999999995
5340,30046 18,58.0141
6036,30088 15,57.9714
1461,10800 21,57.9572
6489,10444 29,57.9428
1172,40435 11,57.8856
4984,10197 36,57.785700000000006
2866,10719 21,57.7429
2224,50586 14,57.7286
3355,10525 14,57.7142
2176,10575 11,57.657300000000006
5369,60103 75,57.428700000000006
3153,11031 47,57.3144
2837,20036 19,57.314299999999996
5730,10625 BLUE,57.1572
2309,10520 14,57.143
3455,10639 BLUE,57.043
6080,40229 47,57.043
7724,20268 21,56.8857
889,10280 71,56.7286
874,30395 18,56.4857
7895,10838 BLUE,56.4
4084,10736 33,56.2856
6310,50881 14,56.2429
468,30374 71,56.2286
4518,40390 11,56.185599999999994
1655,20066 14,56.1286
4037,30086 15,56.0859
8248,60150 47,55.9428
8269,60245 60,55.7714
2477,10402 15,55.6856
4187,60113 78,55.6285
2813,10612 20,55.5427
285,10728 33,55.5283
5767,10636 16,55.4287
4053,10735 33,55.3856
1502,30277 16,55.242900000000006
2265,10323 19,55.1
1061,60303 66,55.085699999999996
3437,10578 55,55.085699999999996
5382,40470 47,55.0571
5070,40415 77,55.000099999999996
193,60114 78,54.957
7087,60706 641,54.957
2961,30193 15,54.8285
503,10311 19,54.7427
3412,60251 47,54.7285
1140,10615 20,54.6858
1024,60150 60,54.642900000000004
1092,10835 38,54.543
5043,10407 19,54.2286
5390,30259 17,54.100199999999994
5377,10614 17,53.985800000000005
5368,60103 47,53.5712
3671,10751 17,53.5427
6101,60034 BLUE,53.4715
841,40873 47,53.3
10418,10543 22,53.285700000000006
3400,10205 29,53.2571
2694,10127 18,53.1714
1624,10475 15,53.157000000000004
1642,50041 19,53.0143
7686,10102 36,52.8571
2319,40379 11,52.7857
5593,10538 15,52.642700000000005
4497,10147 18,52.5144
7493,50824 75,52.5142
3547,50576 14,52.5001
473,60903 676,52.3713
115,40494 20,52.2427
6236,61008 671,52.171400000000006
3607,10232 10,52.128499999999995
6849,60120 BLUE,52.1
920,60127 60,51.914199999999994
187,40501 20,51.8286
550,10572 11,51.800000000000004
233,60151 47,51.7428
5231,50127 19,51.6857
4155,10066 60,51.6429
1278,30260 16,51.6001
4661,60253 47,51.599999999999994
26,60154 60,51.5142
5601,10327 20,51.4287
4892,50508 55,51.4143
6653,30331 16,51.4142
1700,10573 24,51.3572
8098,50922 16,51.3143
1072,60251 60,51.3
4022,10565 21,51.2142
6611,10548 24,51.1999
6390,60238 47,50.9859
5733,10424 29,50.97130000000001
197,10637 15,50.857299999999995
4077,60245 47,50.8428
4529,10627 16,50.814099999999996
3149,40187 47,50.7714
2098,50483 16,50.7427
7325,10306 19,50.7286
286,10728 12,50.7143
5664,60825 649,50.7143
7656,30913 18,50.5999
171,30942 33,50.5715
1104,10598 18,50.5
5480,10782 66,50.3713
2161,10752 33,50.357099999999996
489,10059 16,50.3428
4712,60745 672,50.3142
2194,20032 19,50.056799999999996
2571,40003 47,50.0143
4064,20002 11,50.0001
6832,50621 19,49.9428
1100,10546 22,49.928599999999996
7252,10185 16,49.8857
6152,30491 36,49.7857
3332,10535 14,49.6285
4585,40336 47,49.628499999999995
112,10615 45,49.457
2587,50302 16,49.4
1721,50093 19,49.342999999999996
449,10596 18,49.3286
8003,20298 21,49.2285
4852,20254 21,49.1714
5414,60114 75,49.1286
7772,20349 24,49.0999
7890,10630 16,49.0286
10143,10561 67,48.9285
1500,10101 29,48.8144
170,30626 33,48.800000000000004
3034,20156 24,48.7573
1370,10706 43,48.7572
5710,40447 47,48.642900000000004
7586,30467 36,48.285799999999995
4540,10412 19,48.2285
4950,60131 60,48.142799999999994
3637,10864 44,48.100100000000005
4778,10157 47,48.0429
4673,60118 BLUE,48.0287
663,60027 BLUE,47.942800000000005
4632,20063 15,47.9285
2578,50412 55,47.857
7121,30247 17,47.8142
2211,30667 16,47.8
1400,40061 47,47.7001
513,50095 19,47.6858
2575,10419 19,47.6858
283,10759 17,47.6856
6365,10612 BLUE,47.6285
2637,50878 16,47.5571
2371,60128 60,47.514199999999995
8687,20400 21,47.4715
3187,61265 74,47.4572
2055,40549 90,47.4569
3015,30338 33,47.357099999999996
1818,40448 47,47.357
4772,20288 21,47.3142
4204,20004 77,47.299899999999994
2427,20094 14,47.285500000000006
3792,30913 15,47.2144
3197,61217 BLUE,47.2142
2518,40516 20,47.1713
1097,10598 16,47.1573
7785,20279 21,47.099900000000005
1477,10524 14,47.0714
3306,30162 38,46.9999
6641,10549 24,46.9572
6062,10757 17,46.900000000000006
2220,40412 11,46.8714
5100,40484 20,46.8714
1386,30364 71,46.842800000000004
4811,60057 672,46.742799999999995
8136,10530 14,46.628600000000006
3966,50186 16,46.5428
3569,30495 16,46.4998
5052,10529 14,46.4285
3402,61266 74,46.371500000000005
313,10432 29,46.0715
9219,62017 690,46.0714
4060,10197 29,46.057300000000005
1310,30467 33,46.0142
7549,50535 55,45.9715
4721,30271 15,45.971399999999996
2423,62022 672,45.942800000000005
4945,10835 19,45.714200000000005
3625,30521 15,45.6001
4382,10284 71,45.4428
2130,40195 43,45.4428
6357,20418 21,45.4286
9146,40784 89,45.414300000000004
3023,10686 43,45.3999
2210,10522 14,45.2569
6053,10565 11,45.128499999999995
317,30477 15,45.071299999999994
1991,50015 75,45.0285
5734,10627 44,45.014199999999995
5910,30740 16,44.9857
730,30170 38,44.8858
4648,40417 11,44.8714
7335,40785 85,44.857099999999996
710,11027 47,44.8429
2152,50582 14,44.657000000000004
2822,30022 77,44.542899999999996
6649,30632 77,44.5428
3087,40756 47,44.5145
4430,61234 676,44.3142
1490,60035 662,44.242799999999995
1965,60059 BLUE,44.157199999999996
5945,20208 21,44.1286
4646,10756 38,44.1286
883,10058 16,44.0715
1357,30668 77,43.928599999999996
5441,40393 77,43.8857
603,60073 671,43.7857
7467,30614 36,43.6429
4318,50624 19,43.5572
5014,50483 55,43.4428
1274,10704 43,43.4285
587,30614 33,43.3572
7900,10737 12,43.1714
1354,10516 14,43.0142
8794,60574 66,42.957100000000004
2993,10485 15,42.9285
2067,30249 17,42.8717
4115,60691 18,42.857
63,10085 60,42.785799999999995
8395,10704 45,42.7857
1384,60253 60,42.7856
1512,60425 672,42.757200000000005
6215,60243 60,42.7143
2868,10624 BLUE,42.5714
2944,50513 55,42.5142
5095,30207 17,42.4858
4486,40154 47,42.471399999999996
2945,60780 18,42.4145
5272,20332 24,42.371500000000005
2095,60151 60,42.3571
8266,60144 16,42.3286
1652,50534 55,42.2716
4371,50416 55,42.242900000000006
4007,30097 16,42.2002
4953,10598 60,42.157000000000004
9560,20456 28,42.0714
793,20262 21,42.0571
5088,20176 24,42.0142
1355,30788 77,41.9856
10526,10637 22,41.928599999999996
7551,40223 43,41.9
5973,10469 15,41.8573
2688,60158 672,41.800000000000004
1178,10491 19,41.7572
2729,40419 11,41.742900000000006
2756,50544 55,41.7428
6671,10426 23,41.7142
692,30195 15,41.6
9800,10542 22,41.5714
689,30093 16,41.4715
5769,10638 17,41.4428
1733,30034 18,41.3715
3444,10531 14,41.357099999999996
6044,30097 18,41.2858
1590,30264 17,41.2143
3923,30119 16,41.1714
6636,10704 20,41.0858
7086,10323 26,41.0857
450,10596 16,41.071400000000004
4369,20257 11,41.057
1191,30022 18,41.0427
1775,30488 16,41.0145
6025,30257 17,40.9286
1321,30080 15,40.857299999999995
3605,30589 33,40.8571
2685,30476 33,40.6428
3238,10070 66,40.6287
4440,60975 649,40.543000000000006
5585,62022 671,40.514500000000005
5465,40881 44,40.5145
4157,10508 14,40.514300000000006
1457,40790 47,40.4572
1943,10205 20,40.4429
2719,10309 19,40.4287
6076,30756 15,40.3142
1979,11028 66,40.2569
5572,10741 12,40.228699999999996
6638,10372 77,40.2
719,30690 16,40.1858
2023,10870 20,40.071400000000004
8901,10707 28,40.0714
3005,10426 36,40.0714
625,62040 672,40.057100000000005
5725,60239 47,40.0285
2029,10005 16,39.914199999999994
6851,60238 60,39.8714
1632,30500 71,39.7713
995,10501 14,39.7571
3028,40503 90,39.6858
613,30168 38,39.6856
7745,10422 36,39.6428
3604,20260 21,39.5857
1420,30062 18,39.4999
340,30081 15,39.4429
381,20181 24,39.2714
246,10619 58,39.2143
1673,40445 47,39.199999999999996
1620,60240 60,39.1429
1971,10617 17,39.1143
4226,10400 19,38.9714
5703,20197 24,38.9287
8025,10638 59,38.9286
3945,30685 16,38.8713
4073,40411 11,38.8285
3769,10065 16,38.8143
1121,10558 21,38.7857
2725,10600 16,38.7573
4118,40903 44,38.7431
586,30602 17,38.7428
5069,10706 10,38.7285
626,10754 38,38.671299999999995
413,30181 17,38.585800000000006
3159,60246 649,38.5285
4107,20200 78,38.4713
7027,40118 47,38.4
3021,20147 15,38.3713
5539,40195 90,38.3572
1364,40477 20,38.3429
5777,20200 74,38.342800000000004
62,10367 77,38.1145
243,10185 18,38.1143
595,40487 20,38.0858
3329,50542 55,38.028600000000004
2310,10486 15,38.0142
222,50617 55,37.942699999999995
7713,40390 77,37.9285
4328,30913 16,37.9144
5598,20264 11,37.8857
6818,10611 49,37.8571
6619,10830 23,37.8571
6901,60119 60,37.857
3193,30255 17,37.8145
864,60129 60,37.771499999999996
191,40210 47,37.771300000000004
1474,10789 19,37.7285
2973,50737 14,37.6856
5241,30071 32,37.6429
6141,60010 78,37.628499999999995
2818,50486 55,37.528600000000004
2519,40509 90,37.5
6549,30234 17,37.4429
4358,30317 15,37.4428
4247,60745 662,37.4285
6417,40215 77,37.3858
728,50016 75,37.3572
2313,50562 14,37.3286
4009,40387 11,37.3145
3789,50176 10,37.2858
472,30491 33,37.2857
4223,30020 38,37.1571
3395,10801 19,37.042899999999996
164,60453 18,36.9857
1901,60718 47,36.9856
5899,50411 55,36.943
1163,50036 19,36.8143
140,40287 47,36.8143
2209,40071 47,36.8142
1898,60655 649,36.6999
229,61180 671,36.6571
1192,30601 77,36.657000000000004
4263,10228 10,36.6286
3794,10093 29,36.6286
516,30091 20,36.6142
662,60115 BLUE,36.5715
5335,60718 60,36.5571
3382,10635 20,36.528600000000004
3480,20266 21,36.5143
2789,10194 20,36.457
5119,50175 10,36.4429
5435,10628 45,36.4426
1447,40882 44,36.4286
1301,50571 14,36.428599999999996
4750,30152 38,36.3999
2018,10632 20,36.3857
298,60260 29,36.3715
1755,50521 55,36.300200000000004
1862,30948 33,36.2857
