,stop_route_id,average_boardings
6046,40390 90,17.871499999999997
490,60719 74,17.8572
1936,60244 60,17.8572
5727,60111 75,17.8428
2250,40343 43,17.8001
3230,50530 55,17.7999
7023,10579 59,17.7857
4612,40233 77,17.7714
6070,20272 11,17.7428
1331,60736 BLUE,17.7428
195,10543 25,17.7143
4927,40315 90,17.7142
1850,10173 635,17.7142
5940,11055 10,17.6714
3804,40320 43,17.6571
6406,10258 12,17.657
7572,10619 35,17.6429
4535,10057 16,17.6287
5345,50265 14,17.6286
1013,20219 21,17.6143
208,20001 12,17.6142
3135,61219 676,17.6001
2229,20609 77,17.599999999999998
925,30115 15,17.5999
211,60156 47,17.5857
2283,10434 36,17.5715
1480,40272 90,17.5715
6504,50564 14,17.5715
6351,30478 33,17.5714
7282,30603 36,17.5714
1604,40196 75,17.5428
2926,60067 BLUE,17.514400000000002
7701,40217 77,17.5142
9690,10303 36,17.5
566,60919 16,17.5
10044,20239 22,17.5
6568,30160 38,17.4573
7886,10870 10,17.4571
3882,50811 55,17.457
397,40459 44,17.457
740,50522 55,17.442800000000002
3983,10703 43,17.4428
1369,40292 77,17.4287
776,40704 44,17.4287
6497,10607 16,17.4143
1822,50512 55,17.4142
2330,30352 38,17.4002
691,40675 90,17.400000000000002
4056,30494 33,17.400000000000002
5353,40189 47,17.399900000000002
428,11053 66,17.3856
6449,40295 44,17.3715
7052,30630 77,17.3714
478,40312 44,17.371399999999998
36,50546 55,17.371399999999998
10919,10580 40,17.3571
126,60083 671,17.3571
6242,10463 15,17.3569
6520,10503 20,17.3428
4660,50670 55,17.3142
4076,61216 662,17.3142
1792,61274 676,17.2999
1152,10639 14,17.2857
5909,40668 90,17.2714
5018,10624 55,17.2714
162,10612 31,17.2143
3206,30396 33,17.1999
5295,40275 44,17.1571
5006,10630 44,17.1431
7647,10729 12,17.1429
3497,30085 15,17.1428
2683,30800 18,17.1144
4687,40463 45,17.1143
3260,50273 14,17.1
4099,30771 77,17.1
293,10768 17,17.099899999999998
3477,30309 71,17.0856
1478,10467 15,17.0573
6643,50547 55,17.0572
6379,50267 55,17.0571
1595,40460 45,17.057000000000002
393,50285 14,17.0286
5625,30600 33,17.028599999999997
6364,10202 29,17.0285
6270,30946 33,17.0285
3981,10582 38,17.0143
2036,10214 20,17.0142
2322,60006 677,17.0
65,40090 47,17.0
7236,20600 24,17.0
3678,61296 671,16.9428
4596,60557 66,16.9427
448,30490 71,16.9286
1052,10703 45,16.9142
2141,50104 75,16.9
1990,40431 11,16.871499999999997
7980,60421 74,16.8572
9744,30910 36,16.8571
3293,60045 662,16.8571
10713,50532 59,16.8571
10638,10629 48,16.8571
3901,10818 77,16.8286
2469,40520 20,16.8141
3365,61170 676,16.8
165,40388 77,16.7858
8844,10835 35,16.785700000000002
5660,40586 11,16.785700000000002
2404,60115 60,16.7715
7881,30183 77,16.7571
4287,50182 10,16.7143
4771,30003 38,16.700000000000003
276,60248 60,16.7
5788,30625 33,16.6715
3541,60691 78,16.6571
2686,61242 672,16.6571
9737,10579 40,16.6429
836,30034 32,16.6429
700,40254 90,16.642699999999998
3527,60195 78,16.628500000000003
289,30955 33,16.6001
4825,30950 33,16.599999999999998
4656,40768 47,16.5857
6918,30466 15,16.5857
2763,50280 14,16.5857
3227,40476 43,16.5714
4502,60371 78,16.5714
1382,40158 47,16.5572
1657,20019 77,16.5571
5278,10007 16,16.543
6314,30178 38,16.5428
7424,50400 75,16.5287
536,10286 12,16.514300000000002
4696,10753 38,16.5001
2094,10594 23,16.5001
1359,10290 71,16.5
6421,10577 22,16.5
4581,40452 43,16.4571
2424,40561 90,16.457
3721,11038 95,16.4285
1401,30366 17,16.4145
2576,30498 16,16.4143
3602,60707 74,16.4143
7291,20170 24,16.3856
369,30492 16,16.3716
99,10627 20,16.3715
7612,60721 75,16.3714
4966,61131 74,16.3714
7450,20209 21,16.3573
5489,40778 45,16.3571
7015,40428 41,16.3571
4410,61140 662,16.3429
4329,30542 16,16.3142
1430,20397 24,16.3
6256,61259 662,16.2714
7321,40196 90,16.2572
2980,30366 77,16.2143
10739,10638 58,16.2143
1758,30969 33,16.2143
5296,30204 17,16.214199999999998
8975,50176 43,16.1857
6031,60896 662,16.1856
262,10071 66,16.143
2766,10784 66,16.1429
5775,10616 32,16.1428
8967,20043 28,16.1428
1592,10356 47,16.1428
6861,10580 41,16.1428
87,60159 672,16.1288
3229,50580 14,16.1284
4236,50059 75,16.1143
4925,60056 672,16.114099999999997
7333,40573 11,16.1
5765,30894 71,16.099899999999998
9,50265 55,16.0858
4225,20349 21,16.0715
7092,50077 50,16.0715
9974,10579 54,16.0715
3691,60018 91,16.057100000000002
3950,10787 66,16.043
4996,40209 90,16.0144
1736,61178 671,16.0143
3158,60931 79,16.014200000000002
2913,40479 43,16.0142
2401,30649 77,16.0
2640,10449 29,15.9858
6281,50076 19,15.9857
7593,30371 17,15.9857
2061,50569 676,15.9715
6688,30205 17,15.971499999999999
3952,20386 21,15.9571
6435,10434 23,15.9286
8391,10637 67,15.9286
5456,10266 S405,15.9286
5470,10580 50,15.9285
4644,60075 662,15.9285
18,60112 78,15.9285
7770,30896 77,15.914299999999999
2494,40304 44,15.9002
737,30979 33,15.8714
2102,40253 44,15.8572
8156,50053 S401,15.8571
748,30256 17,15.843
6917,40455 43,15.8144
4931,60514 66,15.8143
6488,40216 77,15.8
3190,50314 16,15.7858
3572,60684 66,15.785799999999998
1885,40317 44,15.757200000000001
5418,40224 90,15.7429
6625,11045 635,15.714400000000001
1235,60079 662,15.7144
8682,20268 22,15.7143
9839,40555 40,15.7143
7412,10197 23,15.7141
6438,30909 33,15.7001
3650,60028 BLUE,15.7
699,61142 662,15.6999
678,62001 672,15.642900000000001
3487,40242 43,15.642900000000001
10061,20452 83,15.6429
4835,30222 18,15.6429
97,50060 75,15.6143
1252,20200 20,15.6143
2241,61117 60,15.585799999999999
4316,40474 43,15.5857
10842,20477 31,15.5714
4460,40270 44,15.571299999999999
3104,50727 55,15.5572
1202,10476 15,15.5571
5118,61247 672,15.5429
2280,30037 18,15.5285
2352,40298 44,15.5
10823,61205 691,15.5
6220,30045 18,15.4858
3315,30545 45,15.4857
3470,40226 45,15.4572
5676,10077 60,15.443
2625,30843 33,15.4428
9801,10542 28,15.4286
3626,30521 30,15.4286
4527,10542 25,15.4285
6448,60721 676,15.414399999999999
5033,30550 16,15.4
3916,50065 19,15.3856
2468,30192 15,15.3714
5389,10579 41,15.357199999999999
8338,10707 34,15.3571
1797,40133 43,15.328700000000001
2021,40112 47,15.3286
4096,60376 78,15.328399999999998
4534,10743 33,15.3
2103,10638 44,15.299900000000001
5440,10704 10,15.299900000000001
4255,40114 47,15.2999
4372,40508 90,15.2858
2016,20290 11,15.2857
1045,10148 18,15.2713
2115,10409 19,15.2286
2134,60260 60,15.2143
4282,11037 95,15.2143
451,20324 24,15.2142
4592,10468 15,15.1999
2934,50708 14,15.1999
5047,60338 20,15.1858
5751,60594 79,15.1715
1390,30677 16,15.1714
565,50166 43,15.1714
1994,30095 20,15.1429
6288,10576 22,15.1429
5476,60043 662,15.1286
5282,10317 19,15.1143
4197,40339 45,15.1142
750,10002 16,15.100100000000001
2574,10745 33,15.0858
2228,61224 676,15.0857
2823,11029 65,15.0715
7479,10348 26,15.0714
4807,10707 35,15.0714
3613,50245 10,15.0714
452,30062 32,15.0714
3941,10261 12,15.0571
3425,10617 BLUE,15.0428
4092,10294 71,15.0427
5571,30365 17,15.0287
1910,10766 17,15.0286
997,30019 77,15.0144
2384,50409 55,15.0143
713,50291 14,15.0002
1951,60103 36,15.0
4608,10728 23,15.0
4068,50413 55,14.999899999999998
454,50071 75,14.9857
6484,10623 17,14.9857
3907,10832 33,14.9429
2712,10158 55,14.9429
4595,10704 60,14.9428
1988,10517 14,14.9286
10138,10618 49,14.9286
7097,10904 95,14.9285
5091,40344 43,14.9
5404,50293 14,14.8856
1182,20034 77,14.8715
328,30381 71,14.8713
982,30884 71,14.8573
2326,10441 23,14.8571
7703,30503 77,14.8428
6912,30029 18,14.8286
2783,30544 16,14.8142
3008,60903 693,14.7858
5491,30464 33,14.7858
7326,10631 32,14.785799999999998
4427,40296 85,14.7857
8283,10423 31,14.7857
4799,10080 60,14.7857
9173,30841 36,14.785699999999999
7790,10845 46,14.785699999999999
868,50716 14,14.7856
6273,10146 18,14.7716
2470,30270 15,14.757299999999999
2869,50578 14,14.728599999999998
6028,10211 10,14.7285
7418,20131 24,14.7002
5668,30693 16,14.6858
4233,60317 18,14.6715
1443,20147 20,14.6715
2847,10105 29,14.6571
2448,50515 55,14.6571
2331,50166 10,14.6429
5002,50617 93,14.642800000000001
2256,40036 47,14.6428
1664,50637 14,14.6427
6413,20377 21,14.6143
1619,30692 16,14.6143
1891,10246 12,14.6142
2871,40592 11,14.6142
3646,40307 44,14.6001
250,20231 21,14.6
4921,30715 16,14.6
3253,40439 20,14.5857
801,50527 55,14.5857
4241,10034 95,14.5715
4824,10443 23,14.5714
7726,10618 46,14.5714
1096,50014 75,14.5571
3785,10297 14,14.542900000000001
3854,50274 14,14.5429
2052,40213 77,14.5287
5157,20190 24,14.528500000000001
2995,10196 29,14.5143
3174,40583 11,14.5142
10684,10638 57,14.5
7839,20233 21,14.4857
2179,30337 71,14.485600000000002
1465,50261 19,14.4715
9466,20237 21,14.4715
1998,10134 33,14.4572
4639,40369 11,14.4572
264,60314 18,14.4572
3783,30185 18,14.457199999999998
2429,60380 18,14.4571
2043,20296 21,14.4428
9422,40186 46,14.4286
1806,40231 45,14.4285
7729,30687 77,14.3858
753,10272 71,14.3715
2327,61145 662,14.371400000000001
5293,30141 18,14.3572
5432,10583 56,14.357199999999999
4955,50553 14,14.3429
3460,50230 10,14.3428
5818,30645 77,14.3287
2116,61195 677,14.3286
5165,61152 650,14.3286
7735,20020 26,14.3143
830,30753 77,14.3143
161,10612 44,14.299999999999999
2632,40069 47,14.2858
9922,10628 46,14.2857
9633,30587 36,14.2857
3503,10543 67,14.2857
1277,30436 33,14.285699999999999
8500,30381 77,14.2714
7563,30548 16,14.257200000000001
5925,20215 21,14.257200000000001
6093,10515 14,14.257200000000001
1174,40207 90,14.242899999999999
5704,40401 11,14.2427
4854,60194 78,14.2287
5038,50481 16,14.2286
2414,40348 44,14.2285
135,10595 18,14.2144
124,10455 15,14.2143
10913,10636 58,14.2143
4599,20252 22,14.2143
2075,10105 36,14.214200000000002
3266,60441 74,14.214200000000002
4067,10458 15,14.200000000000001
6627,60572 66,14.1999
611,10872 43,14.1857
4727,30904 17,14.1857
3639,40183 47,14.171399999999998
4961,10744 33,14.1572
5935,40320 44,14.1571
2834,10630 20,14.142900000000001
3372,30235 17,14.142900000000001
9717,20174 25,14.1429
7759,10706 30,14.1429
957,10079 60,14.1428
1978,11028 635,14.1428
780,20208 11,14.128599999999999
75,10542 43,14.0715
2902,30630 33,14.071499999999999
5661,60739 95,14.0714
240,10590 23,14.0714
3564,50106 16,14.0572
4889,61121 650,14.0571
4012,10779 66,14.0571
6411,10580 24,14.057099999999998
7045,20200 79,14.043
3167,20201 21,14.0429
7532,20357 21,14.0428
1627,60394 66,14.0427
1884,30307 71,14.028599999999999
4802,10493 14,14.0284
7538,40548 90,14.0143
1680,30944 33,14.014299999999999
7201,50052 75,14.014199999999999
5508,10310 26,14.0
6097,10628 48,14.0
1332,30240 17,13.9572
1738,40478 43,13.9572
4857,30237 17,13.9571
10132,50538 59,13.9286
7444,10414 36,13.9286
6996,30036 32,13.9286
2525,30164 38,13.9285
1098,10429 23,13.9285
3627,60349 20,13.914399999999999
5641,40874 47,13.9143
1085,60398 66,13.9142
2504,40250 44,13.8999
9105,50596 16,13.8999
5759,30899 17,13.8715
2222,20180 24,13.871400000000001
6684,40341 45,13.871400000000001
4847,10138 10,13.8714
5835,20141 24,13.8714
3951,20386 11,13.8573
7983,50899 50,13.857199999999999
4015,10614 35,13.8571
5107,61120 60,13.8571
10051,50536 59,13.8571
7880,30183 32,13.857099999999999
402,10716 11,13.8429
3543,40267 44,13.8428
6777,30787 77,13.8001
1648,61013 662,13.8001
4192,20038 77,13.8
1001,40673 43,13.7858
4820,50437 14,13.7857
10419,40769 48,13.7857
910,61232 676,13.7857
3507,50617 14,13.7572
1440,30004 38,13.7431
4522,40374 11,13.7285
3491,10380 11,13.7144
8948,10422 28,13.7143
6022,10844 48,13.7143
9984,10628 40,13.7143
136,10595 16,13.714200000000002
3030,20477 19,13.700099999999999
8498,20033 77,13.6713
10177,50922 59,13.6429
8226,10110 36,13.642800000000001
5663,20191 24,13.6143
9216,30577 77,13.600100000000001
2888,60038 662,13.6001
3297,40557 11,13.6
809,40491 20,13.5998
5812,20260 11,13.5858
1626,10293 19,13.5858
6397,30721 77,13.5715
5224,10010 95,13.5715
8256,10565 22,13.5714
3333,20305 82,13.5714
113,10615 33,13.5714
5519,10753 33,13.571399999999999
4977,20600 21,13.5572
4492,20157 24,13.557
5067,40414 11,13.514399999999998
10914,30786 S427,13.5
10387,50924 59,13.5
8930,10635 35,13.5
8878,20205 22,13.5
5575,60805 BLUE,13.4999
5262,61130 74,13.4572
1949,50539 55,13.4572
5657,10555 11,13.4428
186,50602 75,13.442799999999998
4267,20279 11,13.4286
9258,10581 57,13.4286
7390,60532 65,13.428500000000001
6593,50555 14,13.4285
7212,30476 36,13.4285
3353,30087 15,13.4143
4908,10776 17,13.4142
3675,10482 15,13.4142
978,10267 12,13.4001
7848,10263 12,13.4
2743,10620 19,13.3857
1916,10211 20,13.3856
6978,60199 78,13.385599999999998
2412,10240 12,13.371400000000001
4990,40242 90,13.371400000000001
2062,60160 672,13.3714
4138,60250 60,13.3572
10763,20288 22,13.3571
2649,40201 77,13.3571
6385,10581 50,13.357099999999999
3406,40223 90,13.3
6068,50167 43,13.299900000000001
6669,30051 18,13.2858
3014,30338 71,13.285499999999999
1646,50923 16,13.2715
1613,10820 20,13.257200000000001
2720,60247 60,13.2286
3134,30320 16,13.228499999999999
6156,60460 18,13.2143
1618,10607 18,13.2142
762,60531 66,13.2001
3211,50634 75,13.2
1365,30292 71,13.1999
4850,40027 47,13.1858
1851,60077 662,13.1857
50,20199 24,13.185699999999999
6415,40477 43,13.1856
270,30474 15,13.1715
1523,30211 17,13.1572
9790,20227 22,13.1429
1864,10724 23,13.142800000000001
5472,10580 54,13.142800000000001
2622,40660 11,13.1287
1011,10003 16,13.1285
1553,10081 60,13.0714
7394,10703 32,13.0714
346,30496 71,13.0714
7762,60577 67,13.0714
10907,40428 40,13.0714
3575,30632 36,13.0714
2562,40528 77,13.0
2273,40066 47,12.9999
4386,10110 29,12.9999
1527,30636 33,12.9998
3618,10195 20,12.985700000000001
1455,60208 78,12.9714
5790,60809 78,12.9714
6133,40662 77,12.9572
898,30665 16,12.956999999999999
128,60520 66,12.9428
5416,10630 45,12.9287
10904,10582 57,12.9286
5145,60336 20,12.9285
1142,50279 14,12.914399999999999
33,30347 38,12.9142
5087,40836 44,12.9
2457,20276 11,12.8856
3078,30614 17,12.871500000000001
724,60372 18,12.8714
105,10750 33,12.8714
2917,30489 16,12.857199999999999
7754,60408 65,12.857199999999999
155,60008 677,12.857199999999999
5065,10584 17,12.8571
2379,40351 90,12.8429
5198,40196 43,12.828600000000002
810,50703 14,12.8143
2976,40350 44,12.7999
341,50432 14,12.7858
7135,40340 44,12.785799999999998
9952,50314 57,12.7857
4397,60486 67,12.7857
3920,30599 33,12.7857
2623,40349 44,12.7856
4436,30132 38,12.7572
1183,20266 11,12.757000000000001
7265,60536 66,12.728599999999998
557,30219 18,12.7285
1148,30743 16,12.7284
9310,40642 92,12.7144
7861,50925 16,12.7143
6816,20273 21,12.7142
3500,10360 47,12.6999
687,60811 78,12.685599999999999
1286,62028 649,12.6572
4500,10582 24,12.643
4085,10543 28,12.6429
3394,40280 90,12.6429
2786,40429 11,12.6429
9976,10736 35,12.642800000000001
4018,50280 55,12.642800000000001
1832,50616 14,12.642700000000001
4837,40244 45,12.6285
61,40381 11,12.6284
4767,30368 77,12.6
6430,10406 19,12.5714
4477,40879 77,12.542900000000001
3309,11052 66,12.5144
9092,30836 36,12.5001
8278,10628 41,12.5
9628,30037 32,12.5
3585,61114 60,12.5
2664,30463 33,12.4999
4031,40282 43,12.4857
2722,40293 77,12.443000000000001
2618,40375 11,12.442900000000002
2009,50517 55,12.4429
4575,40471 47,12.4429
3801,60030 BLUE,12.4429
2889,60660 662,12.4286
3872,30765 16,12.414200000000001
4481,30233 17,12.4
5677,50410 55,12.3858
5991,50524 55,12.3858
3077,30799 18,12.385599999999998
10663,10573 67,12.3571
641,20278 11,12.3571
70,10611 46,12.3571
325,10423 36,12.357099999999999
108,10585 23,12.357099999999999
455,60400 66,12.3569
1256,20252 11,12.343
5627,50171 43,12.342799999999999
6545,10265 12,12.3287
2614,10108 29,12.3286
6416,60390 66,12.3286
4625,60374 78,12.3142
4981,40024 47,12.3142
1394,50832 55,12.2999
6724,20196 26,12.2999
6419,10072 60,12.2858
56,20073 15,12.2858
3522,30075 18,12.285599999999999
4102,10499 14,12.2429
1094,40897 44,12.2429
2041,10633 44,12.2286
3985,30384 17,12.2286
414,10644 17,12.2143
5780,30729 16,12.2
3964,60718 649,12.1999
1036,40121 47,12.1857
7038,10581 24,12.185699999999999
2450,10073 66,12.1715
989,30817 77,12.171299999999999
531,61110 74,12.1572
8689,30572 15,12.157
4614,10552 67,12.142900000000001
169,30601 36,12.142900000000001
5590,40689 85,12.142800000000001
1127,10743 12,12.1143
6030,40293 44,12.1143
5504,30433 33,12.099900000000002
849,40551 11,12.0859
7048,10616 46,12.0715
1658,30769 77,12.0715
9508,20293 83,12.0714
5706,30462 33,12.0572
5054,40427 11,12.0571
1075,50638 14,12.057099999999998
1089,30097 45,12.0429
2137,30217 17,12.0428
7131,40457 45,12.0286
3636,10091 29,12.0286
3376,10324 26,12.0001
241,10719 28,12.0
8963,50873 49,12.0
6210,10729 23,12.0
3420,10546 25,12.0
2831,10430 29,12.0
6526,30600 77,12.0
6646,40475 43,11.9857
2581,40319 44,11.9715
539,10751 33,11.971400000000001
1356,50556 14,11.9713
2874,30027 38,11.9429
2151,50481 676,11.9429
3463,11039 38,11.9428
6166,20205 26,11.928600000000001
2323,60093 BLUE,11.9286
6626,40224 43,11.928500000000001
549,50184 10,11.9143
1609,60311 18,11.914299999999999
2595,30898 33,11.914200000000001
3802,40590 11,11.9002
2047,50563 14,11.8858
1944,20237 11,11.8858
3493,10746 33,11.8857
2938,30710 16,11.8857
2417,40211 43,11.8857
3217,40403 77,11.8716
6230,20379 21,11.8713
3031,10800 22,11.857199999999999
2703,50598 55,11.857099999999999
3849,20468 83,11.857099999999999
1601,40005 47,11.8429
416,40696 44,11.8429
4123,11046 635,11.8428
7777,50484 16,11.8141
905,30186 18,11.7998
7706,10314 26,11.785900000000002
8482,20256 22,11.7857
10199,40595 40,11.7857
7840,30772 31,11.7857
6054,60172 693,11.7857
3378,62000 672,11.785599999999999
825,40720 47,11.757100000000001
2459,10733 12,11.757100000000001
547,60670 66,11.7571
5334,20007 77,11.7429
4849,50273 55,11.7286
1209,61105 649,11.7285
2939,60810 78,11.7285
5791,61222 676,11.7141
5806,20525 77,11.6857
1145,20222 11,11.6857
7196,60910 75,11.6856
4538,10502 14,11.657
9663,10302 36,11.6429
3405,10417 28,11.6429
5071,50991 50,11.6429
9470,11030 65,11.642800000000001
7462,50169 10,11.6428
772,40438 20,11.6428
3356,20227 11,11.600100000000001
347,10114 20,11.600100000000001
4264,10264 12,11.5999
1325,50234 10,11.585799999999999
6527,30920 17,11.5857
3992,30378 77,11.5715
1108,10611 48,11.5714
5776,30092 32,11.5714
5050,50529 55,11.5713
1124,30582 33,11.5572
6165,30012 18,11.5571
372,60780 79,11.5286
6254,20065 26,11.5286
5125,40346 44,11.528500000000001
1833,40028 47,11.5142
2163,60918 16,11.5001
633,50183 10,11.5
3603,10706 35,11.5
3835,40308 85,11.5
2817,10633 20,11.485700000000001
7868,60488 79,11.4715
960,30681 16,11.471400000000001
5522,30618 33,11.4714
6032,10314 19,11.4571
3292,30288 71,11.443
798,40516 44,11.4429
8729,30971 S416,11.4286
5343,10629 42,11.4286
1380,10846 42,11.4286
9013,10132 48,11.4286
3629,10196 20,11.4286
2709,10703 20,11.4144
7697,30619 17,11.4143
2431,40377 11,11.4141
2608,40274 44,11.3999
3583,40495 20,11.3856
4674,40484 43,11.3715
630,61261 74,11.3713
7504,30396 36,11.3571
10437,30649 31,11.3571
10603,50484 58,11.3571
6604,10617 35,11.3571
9401,30601 34,11.3571
3404,10417 36,11.357099999999999
2333,30535 15,11.357099999999999
4038,60083 672,11.3428
3265,60401 66,11.3426
2974,50177 43,11.3
4361,50287 14,11.299999999999999
1109,10611 60,11.299999999999999
5578,10634 26,11.2858
7359,60348 20,11.2857
8088,10033 95,11.285599999999999
4057,10202 10,11.2714
4256,20212 21,11.257200000000001
3492,10288 71,11.242799999999999
5693,11054 10,11.2286
3735,20122 15,11.2286
263,10638 45,11.2286
1888,60548 66,11.2286
7284,20258 21,11.2285
686,40023 47,11.2285
4270,30929 32,11.214300000000001
6691,40910 48,11.2143
6703,10235 12,11.2143
8577,40077 S419,11.2143
7481,61063 98,11.2142
3982,10703 10,11.200000000000001
5630,10289 71,11.2
7287,20350 24,11.1857
7404,61119 74,11.185599999999999
1249,50282 14,11.1715
3622,50013 75,11.1715
811,30243 17,11.1572
3417,60213 78,11.1571
2387,40449 43,11.1571
5588,61017 662,11.1571
2662,30017 77,11.157
7719,10614 58,11.1429
756,60163 662,11.1429
3831,30006 38,11.142800000000001
6485,60047 662,11.1428
6997,60341 20,11.128699999999998
4508,10620 14,11.1286
4199,30491 71,11.1285
150,20600 11,11.1285
4443,40263 47,11.1143
4664,30650 77,11.1142
1323,60370 78,11.0857
7829,30905 17,11.0857
2755,30076 32,11.0714
7490,50990 50,11.0714
7417,10637 25,11.0714
9779,30077 32,11.0714
10915,50570 54,11.0714
2464,30419 18,11.057300000000001
3062,61269 74,11.0571
1800,50810 16,11.0001
471,30491 16,11.0001
6063,10615 48,11.0
6994,40168 90,11.0
9890,20221 22,11.0
2548,60441 66,10.985700000000001
1116,10744 12,10.971400000000001
6313,50718 14,10.9714
1929,10819 20,10.9572
1762,20198 24,10.9571
6617,20041 15,10.957
4335,50669 55,10.9429
554,10368 47,10.9428
5671,50300 16,10.9428
4959,30169 38,10.9287
9830,20178 25,10.9286
6168,30509 34,10.9286
5073,20260 22,10.9286
309,30912 77,10.9285
4946,50548 55,10.9143
336,40175 47,10.8714
4609,10732 33,10.8713
1622,10083 60,10.8571
7924,40186 48,10.8571
866,60054 677,10.857000000000001
1468,40119 47,10.8429
6517,40704 77,10.828600000000002
5804,60382 18,10.8143
7340,10802 43,10.8143
887,40557 90,10.8142
1458,61016 662,10.8142
4159,10763 10,10.8001
384,50568 14,10.8
3649,60719 649,10.8
5035,30510 33,10.7857
8585,61164 693,10.7857
10766,40196 42,10.7857
476,30616 33,10.7857
1422,60042 662,10.7713
3283,60052 662,10.7572
6644,20128 24,10.7571
1894,60396 66,10.743
158,40207 43,10.7286
7742,50622 50,10.714400000000001
560,50484 55,10.7144
261,50053 50,10.7142
7128,60519 66,10.7
2604,40456 45,10.7
7026,50695 16,10.6857
4746,60164 662,10.6715
5426,60116 BLUE,10.6715
579,40498 20,10.6714
1353,10534 15,10.6714
390,30042 18,10.6571
2033,20034 26,10.6571
3851,10446 29,10.6571
10251,10614 31,10.6429
3082,10664 65,10.6429
3032,10725 23,10.642800000000001
370,60048 662,10.6428
3318,10832 38,10.6428
5634,10138 43,10.628599999999999
5258,30612 33,10.628599999999999
3955,30439 71,10.628599999999999
2090,10541 43,10.6142
345,10602 44,10.614199999999999
7389,60305 78,10.5999
6428,60836 78,10.585799999999999
4858,30313 71,10.5856
10277,30934 32,10.5715
1887,50466 16,10.571499999999999
9513,10159 59,10.5714
3397,40264 77,10.5714
7751,40750 S412,10.5714
6136,50101 16,10.5571
2603,40133 90,10.5571
2628,30227 17,10.5285
216,10636 44,10.5144
4228,50408 55,10.514299999999999
4976,10207 23,10.5001
1212,50111 19,10.5001
8853,60433 74,10.5
6020,20274 21,10.5
6060,50574 54,10.5
4884,20087 26,10.5
3465,20400 83,10.5
573,50236 10,10.4999
2857,10594 10,10.471499999999999
524,40744 11,10.4714
8294,60865 74,10.4573
2501,40117 47,10.4571
4645,40208 43,10.457
7605,60134 676,10.457
3155,10634 45,10.4429
2474,62008 BLUE,10.4428
9293,60206 690,10.4286
2329,60415 95,10.4286
1927,10801 31,10.4286
9299,20019 28,10.4286
5613,60663 67,10.4285
282,30923 17,10.4285
1747,60929 74,10.4285
2361,30173 38,10.414299999999999
2659,40758 77,10.4142
3586,40458 44,10.4142
1208,10543 55,10.4001
3022,30480 33,10.3857
6011,40462 44,10.3857
2639,10403 19,10.3856
5216,10230 10,10.3714
2212,50101 75,10.3713
581,61023 671,10.3572
2334,40585 90,10.3572
7927,20479 31,10.3571
6590,40530 77,10.357099999999999
1266,30265 17,10.357099999999999
2409,30456 33,10.357
819,61272 29,10.3429
7987,50816 75,10.342699999999999
5339,10635 45,10.3286
4943,10132 33,10.3142
494,10315 19,10.3142
640,40284 45,10.3002
8587,20002 12,10.3001
4623,40006 90,10.3
2821,30022 32,10.2858
10029,10132 46,10.285799999999998
6358,10067 58,10.2857
8125,10642 65,10.2857
5148,60368 68,10.2857
2723,20245 25,10.2857
5761,40240 90,10.285699999999999
2008,30702 16,10.2856
3076,10841 20,10.285599999999999
8352,20489 83,10.285599999999999
653,20011 77,10.2715
8555,10767 17,10.2572
4586,61253 BLUE,10.257
3073,30541 16,10.242999999999999
3218,40268 44,10.2286
4319,60380 78,10.2144
5875,10797 28,10.2143
5048,60522 95,10.2143
906,60877 67,10.2143
389,30641 15,10.2142
5057,40750 90,10.2142
5455,40265 77,10.200099999999999
6586,10421 19,10.200000000000001
8240,10170 635,10.2
984,40875 47,10.1998
329,61226 676,10.1715
1003,40831 44,10.1714
4539,60083 662,10.171299999999999
1538,10243 12,10.1571
189,50551 14,10.1569
1032,20225 21,10.142999999999999
10517,10579 57,10.1429
9805,10617 31,10.1429
6633,60557 79,10.1429
9484,10728 35,10.142800000000001
4218,20469 82,10.1428
4424,30418 18,10.1287
477,30465 33,10.128599999999999
3311,10817 29,10.128400000000001
6108,30663 77,10.085799999999999
5260,60564 66,10.085700000000001
4840,10289 12,10.085700000000001
790,61220 676,10.0857
2088,30736 16,10.0856
4728,20182 24,10.0715
5674,20149 26,10.0714
9538,10641 34,10.0714
2539,60545 66,10.0572
2503,30231 17,10.0571
1406,30438 71,10.0571
5039,30380 17,10.056999999999999
721,20476 20,10.0429
4404,10384 20,10.0428
2987,50525 55,10.0286
2811,61235 677,10.014299999999999
3304,30949 33,10.014299999999999
1722,50274 55,10.0142
2925,10602 17,10.0142
2799,60377 78,10.014199999999999
7465,40872 47,10.0002
1242,10719 67,10.0
9869,50483 58,10.0
495,10310 19,10.0
7698,10641 54,10.0
2530,40803 44,9.9999
7402,40178 47,9.9999
4165,60391 66,9.9858
5395,30494 71,9.9858
5901,30906 17,9.985700000000001
7503,20019 26,9.9857
5520,10300 33,9.9856
4704,10788 12,9.9856
1903,30373 38,9.9716
83,10750 38,9.971499999999999
3084,20014 26,9.9714
3298,50264 14,9.9571
711,20248 21,9.9571
717,10643 55,9.957
552,40505 90,9.957
7004,30619 77,9.943
93,20107 14,9.9428
1030,10582 50,9.9286
6134,30589 34,9.9286
3768,30637 33,9.9144
2337,10273 71,9.9143
3868,50229 10,9.914200000000001
4202,10359 47,9.9142
7670,10375 77,9.9
5956,20415 11,9.871599999999999
6245,30167 38,9.8715
499,10404 28,9.857199999999999
9439,20177 25,9.8571
