Pass-Up ID,Time,Route Number,Route Destination,stop_id
3550990,2022-11-29 16:08:38,50,To Sage Creek,50078
3535812,2022-11-01 16:00:17,50,To Sage Creek,50079
3532422,2022-10-28 16:01:15,50,To Sage Creek,50083
3531497,2022-10-27 16:04:27,50,To Sage Creek,50080
3530665,2022-10-26 16:08:42,50,To Sage Creek,50078
3526055,2022-10-20 16:01:28,50,To Sage Creek,50083
3525136,2022-10-19 16:02:18,50,To Sage Creek,50079
3524249,2022-10-18 15:58:29,50,To Sage Creek,50079
3515903,2022-10-07 16:04:30,50,To Sage Creek,50079
3512027,2022-10-03 16:02:39,50,To Sage Creek,50082
3501709,2022-09-21 16:04:43,50,To Sage Creek,50079
3497898,2022-09-16 16:04:51,50,To Sage Creek,50093
3497099,2022-09-15 16:00:14,50,To Sage Creek,50079
3495196,2022-09-13 16:08:16,50,To Sage Creek,50077
3494118,2022-09-12 16:03:38,50,To Sage Creek,50079
3491705,2022-09-09 16:03:55,50,To Sage Creek,50081
