Pass-Up ID,Time,Route Number,Route Destination,stop_id
3553565,2022-12-06 09:25:02,662,University of Manitoba,60075
3551228,2022-11-30 10:00:32,662,University of Manitoba,60050
3550818,2022-11-29 12:45:53,662,University of Manitoba,60076
3547932,2022-11-24 08:14:31,662,University of Manitoba,60077
3544770,2022-11-17 12:47:08,662,University of Manitoba,60075
3544583,2022-11-17 08:11:47,662,University of Manitoba,60077
3544186,2022-11-16 09:07:48,662,University of Manitoba,60084
3543594,2022-11-15 09:25:34,662,University of Manitoba,60079
3543541,2022-11-15 08:10:57,662,University of Manitoba,60075
3543041,2022-11-14 09:06:56,662,University of Manitoba,60078
3543003,2022-11-14 08:12:45,662,University of Manitoba,60084
3536207,2022-11-02 09:03:03,662,University of Manitoba,60075
3535590,2022-11-01 13:04:38,662,Markham,60672
3535305,2022-11-01 08:11:56,662,University of Manitoba,60080
3534304,2022-10-31 09:03:37,662,University of Manitoba,60074
3530249,2022-10-26 09:00:38,662,University of Manitoba,60048
3529418,2022-10-25 08:13:43,662,University of Manitoba,60086
3528735,2022-10-24 08:59:19,662,University of Manitoba,60036
3526515,2022-10-21 09:02:52,662,University of Manitoba,60075
3525563,2022-10-20 09:20:52,662,University of Manitoba,60075
3525010,2022-10-19 14:49:57,662,Markham,60105
3524657,2022-10-19 09:01:21,662,University of Manitoba,60041
3524601,2022-10-19 08:19:56,662,Markham,61138
3522946,2022-10-17 10:02:29,662,University of Manitoba,60078
3519422,2022-10-12 10:02:15,662,University of Manitoba,60074
3519363,2022-10-12 09:03:18,662,University of Manitoba,60048
3515434,2022-10-07 09:01:53,662,University of Manitoba,60050
3514560,2022-10-06 08:14:00,662,University of Manitoba,60085
3513671,2022-10-05 10:01:47,662,University of Manitoba,60077
3513670,2022-10-05 10:01:39,662,University of Manitoba,60077
3513597,2022-10-05 09:04:00,662,University of Manitoba,60077
3512594,2022-10-04 10:46:24,662,University of Manitoba,60088
3512505,2022-10-04 09:22:39,662,University of Manitoba,60051
3512504,2022-10-04 09:22:34,662,University of Manitoba,60051
3511570,2022-10-03 09:55:23,662,University of Manitoba,60658
3511521,2022-10-03 09:01:09,662,University of Manitoba,60046
3511520,2022-10-03 09:01:01,662,University of Manitoba,60046
3511519,2022-10-03 09:00:55,662,University of Manitoba,60046
3508635,2022-09-29 14:47:12,662,Markham,60105
3508469,2022-09-29 12:44:49,662,University of Manitoba,60051
3508468,2022-09-29 12:44:40,662,University of Manitoba,60051
3508210,2022-09-29 09:02:19,662,University of Manitoba,60078
3508149,2022-09-29 08:11:13,662,University of Manitoba,60076
3507171,2022-09-28 09:21:17,662,University of Manitoba,60076
3507151,2022-09-28 09:03:29,662,University of Manitoba,60081
3506083,2022-09-27 09:17:50,662,University of Manitoba,60041
3505196,2022-09-26 10:00:05,662,University of Manitoba,60048
3505142,2022-09-26 09:02:41,662,University of Manitoba,60077
3503232,2022-09-23 10:00:08,662,University of Manitoba,60041
3503183,2022-09-23 09:02:16,662,University of Manitoba,60051
3503182,2022-09-23 09:02:05,662,University of Manitoba,60050
3502159,2022-09-22 09:20:54,662,University of Manitoba,60074
3501242,2022-09-21 10:01:48,662,University of Manitoba,60081
3501165,2022-09-21 09:02:54,662,University of Manitoba,60075
3500123,2022-09-20 09:17:46,662,University of Manitoba,60036
3500056,2022-09-20 08:12:13,662,University of Manitoba,60084
3500031,2022-09-20 07:50:49,662,University of Manitoba,60052
3497577,2022-09-16 09:57:21,662,University of Manitoba,60041
3497480,2022-09-16 08:12:35,662,University of Manitoba,60081
3496653,2022-09-15 09:25:37,662,University of Manitoba,60672
3496650,2022-09-15 09:23:55,662,University of Manitoba,60086
3496648,2022-09-15 09:22:16,662,University of Manitoba,60077
3496647,2022-09-15 09:21:49,662,University of Manitoba,60075
3496646,2022-09-15 09:21:25,662,University of Manitoba,60052
3496645,2022-09-15 09:21:17,662,University of Manitoba,60052
3495719,2022-09-14 09:04:09,662,University of Manitoba,60079
3494710,2022-09-13 10:43:53,662,University of Manitoba,60075
3494639,2022-09-13 09:17:40,662,University of Manitoba,60044
3494638,2022-09-13 09:17:32,662,University of Manitoba,60044
3494633,2022-09-13 09:16:01,662,University of Manitoba,60038
3494632,2022-09-13 09:15:54,662,University of Manitoba,60038
3494557,2022-09-13 08:11:31,662,University of Manitoba,60078
3494556,2022-09-13 08:11:21,662,University of Manitoba,60078
3493642,2022-09-12 09:04:16,662,University of Manitoba,60084
3491224,2022-09-09 09:00:04,662,University of Manitoba,60075
3491223,2022-09-09 08:59:56,662,University of Manitoba,60075
3490422,2022-09-08 09:20:31,662,University of Manitoba,60046
3490421,2022-09-08 09:20:17,662,University of Manitoba,60043
3490420,2022-09-08 09:20:08,662,University of Manitoba,60043
3489832,2022-09-07 14:54:06,662,Markham,60672
3489496,2022-09-07 09:57:48,662,University of Manitoba,60659
3489435,2022-09-07 09:04:03,662,University of Manitoba,60050
