Pass-Up ID,Time,Route Number,Route Destination,stop_id
3559873,2022-12-22 16:30:37,14,Via Dakota,20088
3559557,2022-12-21 16:28:53,14,Via Paddington,10498
3559321,2022-12-20 17:39:32,14,Via Paddington,10498
3559311,2022-12-20 17:25:22,14,Via Dakota,20089
3559287,2022-12-20 16:45:21,14,To Ellice,11039
3559268,2022-12-20 16:20:20,14,Via Dakota,10529
3559267,2022-12-20 16:17:44,14,Via Dakota,10526
3559263,2022-12-20 16:16:48,14,Via Dakota,10524
3559220,2022-12-20 15:22:05,14,Via Dakota,10519
3558926,2022-12-19 16:31:34,14,Via Paddington,10508
3558677,2022-12-18 17:41:50,14,Via Dakota,10508
3558262,2022-12-16 21:24:19,14,Via Dakota,10500
3558250,2022-12-16 20:29:19,14,To Ellice,50564
3558200,2022-12-16 16:59:42,14,To Ellice,10297
3558197,2022-12-16 16:55:22,14,Via Paddington,10515
3558184,2022-12-16 16:43:51,14,Via Dakota,10494
3557826,2022-12-15 17:50:40,14,Via Dakota,10297
3557776,2022-12-15 17:00:06,14,Via Paddington,10501
3557748,2022-12-15 16:35:24,14,Via Dakota,10495
3557721,2022-12-15 15:45:33,14,To Ellice,50268
3557159,2022-12-14 09:30:01,14,To Ellice,50551
3556921,2022-12-13 16:24:15,14,To Ellice,10528
3555022,2022-12-09 17:09:45,14,Via Dakota,10517
3554516,2022-12-08 17:14:18,14,Via Dakota,10512
3554102,2022-12-07 16:38:13,14,To Ellice,10535
3553820,2022-12-06 17:02:59,14,Via Paddington,10526
3552743,2022-12-03 16:43:24,14,Via Paddington,10159
3551864,2022-12-01 14:15:01,14,Via Dakota,10644
3551221,2022-11-30 09:30:47,14,To Ellice,50678
3551217,2022-11-30 09:26:59,14,To Ellice,50564
3551036,2022-11-29 16:58:08,14,Via Paddington,10514
3551007,2022-11-29 16:19:35,14,To Ellice,11039
3550589,2022-11-29 06:40:51,14,To Ellice,10518
3548920,2022-11-25 16:33:20,14,Via Dakota,10499
3548321,2022-11-24 16:34:35,14,Via Paddington,10509
3548317,2022-11-24 16:33:01,14,Via Paddington,10499
3547738,2022-11-23 16:20:29,14,Via Paddington,10641
3547653,2022-11-23 14:59:36,14,Via Paddington,50262
3547470,2022-11-23 09:14:42,14,To Ellice,50577
3546716,2022-11-21 16:50:15,14,Via Paddington,10519
3545982,2022-11-19 17:18:33,14,Via Paddington,50275
3544480,2022-11-16 17:06:20,14,Via Dakota,10498
3544423,2022-11-16 16:02:40,14,To Ellice,10523
3544203,2022-11-16 09:37:46,14,To Ellice,50567
3544201,2022-11-16 09:32:17,14,To Ellice,50881
3543841,2022-11-15 15:11:26,14,Via Paddington,50298
3543421,2022-11-14 17:13:26,14,Via Dakota,10498
3542201,2022-11-11 13:49:10,14,To Ellice,10519
3541872,2022-11-10 14:31:51,14,Via Dakota,10500
3535964,2022-11-01 18:13:58,14,To Ellice,10620
3535376,2022-11-01 09:17:42,14,To Ellice,50264
3534100,2022-10-30 18:43:34,14,Via Dakota,10501
3533282,2022-10-29 16:45:49,14,To Ellice,10513
3532503,2022-10-28 16:31:42,14,To Ellice,10543
3531557,2022-10-27 16:37:36,14,Via Paddington,10512
3531377,2022-10-27 14:42:33,14,To Ellice,10530
3530577,2022-10-26 15:07:42,14,Via Paddington,50551
3530272,2022-10-26 09:26:58,14,To Ellice,50497
3529005,2022-10-24 14:35:18,14,Via Paddington,50557
3527019,2022-10-21 15:24:51,14,Via Dakota,10524
3525870,2022-10-20 14:10:23,14,To Ellice,10297
3525094,2022-10-19 15:42:18,14,To Ellice,10521
3524683,2022-10-19 09:26:33,14,To Ellice,50490
3524342,2022-10-18 16:58:23,14,Via Paddington,10510
3521885,2022-10-15 13:29:04,14,Via Dakota,10498
3521129,2022-10-14 14:28:33,14,Via Dakota,10523
3520566,2022-10-13 16:11:04,14,Via Paddington,10524
3519882,2022-10-12 16:36:22,14,To Ellice,11025
3519756,2022-10-12 15:15:20,14,Via Paddington,50551
3518982,2022-10-11 16:26:32,14,Via Paddington,10505
3518827,2022-10-11 15:14:52,14,Via Paddington,50271
3512946,2022-10-04 14:51:05,14,Via Dakota,50275
3512096,2022-10-03 16:36:24,14,To Ellice,10297
3508619,2022-09-29 14:38:52,14,Via Dakota,10508
3507614,2022-09-28 15:26:39,14,Via Dakota,50574
3507186,2022-09-28 09:31:26,14,To Ellice,50579
3506546,2022-09-27 15:04:54,14,Via Dakota,50298
3504833,2022-09-25 16:51:56,14,Via Dakota,10512
3502711,2022-09-22 16:28:03,14,To Ellice,10524
3501759,2022-09-21 16:30:31,14,To Ellice,10535
3501602,2022-09-21 15:10:33,14,Via Paddington,50555
3501191,2022-09-21 09:24:55,14,To Ellice,50190
3501187,2022-09-21 09:23:27,14,To Ellice,50562
3501174,2022-09-21 09:11:08,14,To Ellice,50720
3500832,2022-09-20 17:25:07,14,Via Paddington,10511
3496072,2022-09-14 15:19:17,14,Via Paddington,50553
3495751,2022-09-14 09:31:31,14,To Ellice,50616
3495726,2022-09-14 09:14:24,14,To Ellice,50586
3495061,2022-09-13 15:02:56,14,Via Dakota,50576
3491727,2022-09-09 16:18:14,14,Via Dakota,10502
3487991,2022-09-05 15:51:10,14,To Ellice,50269
