Pass-Up ID,Time,Route Number,Route Destination,stop_id
3713641,2023-07-27 11:15:56,10,St.Boniface-Provencher,10583
3592465,2023-03-09 09:59:48,10,St.Boniface-Provencher,10581
3289703,2021-08-27 13:29:48,10,St.Boniface-Provencher,10604
3114406,2020-04-06 13:46:53,10,Wolseley-Provencher,10228
3082581,2020-01-20 17:36:51,10,Wolseley-Tache,10701
3080940,2020-01-15 17:35:08,10,St.Boniface-Tache,10763
2949155,2019-07-16 08:30:23,10,St.Boniface-Tache,10583
2946641,2019-07-12 13:30:44,10,St.Boniface-Provencher,10582
2803761,2018-12-05 14:11:09,10,St.Boniface-Provencher,10704
2516693,2017-11-15 08:13:50,10,St.Boniface-Provencher,10211
2291842,2017-03-23 15:34:28,10,Wolseley-Tache,50182
2279389,2017-03-03 15:36:04,10,Wolseley-Tache,50182
2251455,2017-01-13 16:52:15,10,St.Boniface-Provencher,10583
2250366,2017-01-10 14:40:27,10,Wolseley-Tache,50182
2238366,2016-12-06 16:43:33,10,St.Boniface-Provencher,10762
2183760,2016-10-05 16:10:49,10,St.Boniface-Tache,10760
2052228,2016-05-30 17:18:23,10,Wolseley-Provencher,10762
1953193,2016-01-19 15:35:23,10,Wolseley-Tache,50179
1916013,2015-11-16 08:26:05,10,Wolseley-Provencher,50170
1873578,2015-10-01 15:36:59,10,Wolseley-Tache,50181
1757359,2015-06-12 13:01:53,10,St.Boniface-Tache,10764
1757347,2015-06-12 12:56:36,10,St.Boniface-Tache,10706
1722202,2015-05-07 15:36:42,10,Wolseley-Tache,50182
1651096,2015-02-03 14:45:17,10,Wolseley-Tache,50176
1651075,2015-02-03 14:30:11,10,Wolseley-Tache,50227
1528077,2014-09-02 17:09:52,10,Wolseley-Provencher,50237
1396281,2014-04-29 14:40:07,10,Wolseley-Tache,10804
1379406,2014-04-08 14:43:07,10,Wolseley-Tache,50175
1369834,2014-03-25 07:54:37,10,St.Boniface-Tache,10542
1365485,2014-03-17 17:26:33,10,Wolseley-Provencher,10602
1304489,2013-11-14 17:25:11,10,St.Boniface-Tache,10804
1280814,2013-10-22 15:38:40,10,Wolseley-Tache,50176
1070094,2013-04-17 17:10:39,10,St.Boniface-Tache,10542
1059538,2013-04-04 15:37:13,10,Wolseley-Tache,50176
1045596,2013-03-15 15:33:31,10,Wolseley-Tache,50176
1045592,2013-03-15 15:33:12,10,Wolseley-Tache,50174
989265,2012-12-13 15:40:20,10,Wolseley-Tache,50176
983005,2012-12-04 14:40:38,10,Wolseley-Tache,50179
783870,2012-05-24 18:15:47,10,St.Boniface-Tache,10582
705893,2012-03-01 15:43:23,10,Wolseley-Tache,10804
626189,2011-11-10 16:49:58,10,St.Boniface-Tache,10760
602581,2011-10-18 16:49:45,10,St.Boniface-Tache,10802
599157,2011-10-14 15:48:07,10,Wolseley-Provencher,50177
591532,2011-10-06 16:42:07,10,St.Boniface-Tache,10582
581384,2011-09-28 15:41:08,10,Wolseley-Tache,10760
243256,2010-07-21 17:14:22,10,St.Boniface-Tache,10582
221677,2010-06-27 16:26:35,10,Wolseley-Tache,50199
