Pass-Up ID,Time,Route Number,Route Destination,stop_id
3437304,2022-07-07 16:32:14,67,City Hall,60462
3101055,2020-02-26 16:59:38,67,Via Kenaston to Westdale,10546
3100987,2020-02-26 16:23:56,67,Via Kenaston to Westdale,10549
3084799,2020-01-24 16:20:10,67,Via Kenaston to Westdale,10548
3083629,2020-01-22 16:03:06,67,Via Kenaston to Westdale,10577
3081703,2020-01-17 16:44:45,67,Via Kenaston to Westdale,10552
3078864,2020-01-10 16:48:58,67,Via Kenaston to Westdale,10549
3068997,2019-12-18 16:52:16,67,Via Kenaston to Westdale,10545
3066686,2019-12-13 16:48:41,67,Via Kenaston to Westdale,10545
3058819,2019-11-29 16:16:30,67,Via Kenaston to Westdale,10546
3056554,2019-11-27 08:10:29,67,City Hall,10576
3056553,2019-11-27 08:10:22,67,City Hall,10576
3055841,2019-11-26 08:11:42,67,City Hall,10549
3052518,2019-11-20 16:34:22,67,Via Kenaston to Westdale,10548
3051606,2019-11-19 16:14:23,67,Via Kenaston to Westdale,10548
3043645,2019-11-06 08:09:08,67,City Hall,10552
3043620,2019-11-06 07:36:48,67,City Hall,10573
3042055,2019-11-04 08:15:46,67,City Hall,10576
3040862,2019-11-01 16:16:24,67,Via Kenaston to Westdale,10545
3039027,2019-10-30 17:10:42,67,Via Kenaston to Westdale,10577
3025256,2019-10-11 08:13:05,67,City Hall,10577
3025029,2019-10-10 16:10:41,67,Via Kenaston to Westdale,10581
3016742,2019-10-01 08:01:36,67,City Hall,60449
3016741,2019-10-01 08:00:47,67,City Hall,60445
3013588,2019-09-26 16:43:15,67,Via Kenaston to Westdale,10561
3007286,2019-09-19 17:35:58,67,City Hall,10573
3007254,2019-09-19 17:21:53,67,Via Kenaston to Westdale,10543
3006079,2019-09-18 17:29:03,67,Via Kenaston to Westdale,10548
2999674,2019-09-11 17:32:14,67,Via Kenaston to Westdale,10573
2999553,2019-09-11 16:25:43,67,Via Kenaston to Westdale,10549
2994133,2019-09-05 16:51:05,67,Via Kenaston to Westdale,10546
2994009,2019-09-05 15:57:36,67,Via Kenaston to Westdale,10549
2924247,2019-06-18 17:01:00,67,Via Kenaston to Westdale,10546
2911303,2019-06-03 17:12:11,67,Via Kenaston to Westdale,10562
2879371,2019-04-25 17:20:47,67,Via Kenaston to Westdale,60877
2879336,2019-04-25 16:53:44,67,Via Kenaston to Westdale,10545
2832992,2019-02-08 16:25:41,67,Via Kenaston to Westdale,10545
2828980,2019-01-28 16:08:01,67,Via Kenaston to Westdale,10546
2827399,2019-01-23 17:10:59,67,Via Kenaston to Westdale,10546
2819458,2019-01-07 07:48:37,67,City Hall,60447
2803266,2018-12-04 17:31:45,67,Via Kenaston to Westdale,10545
2801018,2018-11-30 17:28:39,67,Via Kenaston to Westdale,10579
2798554,2018-11-28 08:11:08,67,City Hall,10573
2760560,2018-10-10 15:44:29,67,Via Kenaston to Westdale,10549
2755549,2018-10-03 17:15:08,67,Via Kenaston to Westdale,10546
2751173,2018-09-28 17:21:37,67,Via Kenaston to Westdale,10549
2748062,2018-09-26 08:16:05,67,City Hall,60453
2743486,2018-09-20 17:21:47,67,Via Kenaston to Westdale,10549
2743485,2018-09-20 17:21:13,67,Via Kenaston to Westdale,10548
2743478,2018-09-20 17:19:35,67,Via Kenaston to Westdale,10546
2736184,2018-09-13 17:32:46,67,Via Kenaston to Westdale,10561
2676519,2018-07-11 17:09:03,67,Via Kenaston to Westdale,10561
2675370,2018-07-10 16:47:46,67,Via Kenaston to Westdale,10545
2613031,2018-05-01 16:48:21,67,Via Kenaston to Westdale,10545
2579081,2018-03-13 16:22:52,67,Via Kenaston to Westdale,10561
2575971,2018-03-08 08:08:54,67,City Hall,10573
2563854,2018-02-13 08:09:29,67,City Hall,10573
2559263,2018-02-02 16:24:17,67,Via Kenaston to Westdale,10562
2558284,2018-01-31 16:22:49,67,Via Kenaston to Westdale,10561
2547486,2018-01-10 16:23:39,67,Via Kenaston to Westdale,10561
2545592,2018-01-08 08:13:00,67,City Hall,10577
2545574,2018-01-08 07:46:24,67,City Hall,60470
2512365,2017-11-07 17:35:57,67,Via Kenaston to Westdale,10552
2512355,2017-11-07 17:30:18,67,Via Kenaston to Westdale,10546
2512289,2017-11-07 16:52:00,67,Via Kenaston to Westdale,10548
2512225,2017-11-07 16:13:49,67,Via Kenaston to Westdale,10545
2506937,2017-10-31 15:57:58,67,Via Kenaston to Westdale,10561
2506904,2017-10-31 15:48:52,67,Via Kenaston to Westdale,10548
2505837,2017-10-30 15:47:28,67,Via Kenaston to Westdale,10549
2501829,2017-10-25 15:51:54,67,Via Kenaston to Westdale,10562
2495973,2017-10-19 17:34:43,67,Via Kenaston to Westdale,60485
2477161,2017-09-29 17:23:00,67,Via Kenaston to Westdale,10561
2477016,2017-09-29 16:27:57,67,City Hall,10562
2475597,2017-09-28 16:17:59,67,Via Kenaston to Westdale,10548
2472953,2017-09-27 08:03:27,67,City Hall,60447
2465204,2017-09-19 15:58:42,67,Via Kenaston to Westdale,10562
2461189,2017-09-14 17:18:49,67,Via Kenaston to Westdale,10561
2460970,2017-09-14 15:44:56,67,Via Kenaston to Westdale,10552
2459892,2017-09-13 16:50:22,67,City Hall,60474
2459722,2017-09-13 15:49:10,67,City Hall,60445
2458515,2017-09-12 17:09:49,67,Via Kenaston to Westdale,20200
2452961,2017-09-07 17:16:28,67,Via Kenaston to Westdale,10561
2446445,2017-08-31 17:44:23,67,Via Kenaston to Westdale,60449
2404879,2017-07-20 16:59:57,67,Via Kenaston to Westdale,10548
2383007,2017-06-28 16:58:40,67,Via Kenaston to Westdale,10579
2377372,2017-06-22 17:06:39,67,Via Kenaston to Westdale,10561
2370362,2017-06-15 16:53:46,67,Via Kenaston to Westdale,10543
2362688,2017-06-07 17:16:33,67,Via Kenaston to Westdale,10562
2361302,2017-06-06 15:38:12,67,City Hall,60483
2360216,2017-06-05 15:50:32,67,City Hall,10562
2353873,2017-05-30 16:37:45,67,Via Kenaston to Westdale,10552
2353733,2017-05-30 15:37:19,67,City Hall,60491
2352721,2017-05-29 15:52:48,67,City Hall,10562
2336515,2017-05-11 16:28:36,67,Via Kenaston to Westdale,10579
2322436,2017-04-27 16:40:46,67,Via Kenaston to Westdale,10552
2320097,2017-04-25 15:37:24,67,City Hall,60492
2317514,2017-04-21 17:01:34,67,Via Kenaston to Westdale,10577
2317512,2017-04-21 16:59:56,67,Via Kenaston to Westdale,10545
2317510,2017-04-21 16:59:01,67,Via Kenaston to Westdale,10580
2285097,2017-03-14 15:38:12,67,City Hall,60489
2282642,2017-03-09 17:05:51,67,Via Kenaston to Westdale,20200
2254205,2017-01-19 15:38:24,67,City Hall,60486
2251036,2017-01-11 17:40:44,67,Via Kenaston to Westdale,10549
2248851,2017-01-05 16:43:03,67,Via Kenaston to Westdale,10549
2244978,2016-12-21 17:04:43,67,Via Kenaston to Westdale,10576
2243895,2016-12-19 17:32:44,67,Via Kenaston to Westdale,20200
2241366,2016-12-13 16:47:33,67,Via Kenaston to Westdale,10545
2239284,2016-12-08 16:19:59,67,Via Kenaston to Westdale,10577
2238835,2016-12-07 16:42:21,67,Via Kenaston to Westdale,10549
2238359,2016-12-06 16:39:30,67,Via Kenaston to Westdale,10561
2235347,2016-12-01 17:02:23,67,Via Kenaston to Westdale,10549
2235196,2016-12-01 15:36:42,67,City Hall,60492
2230112,2016-11-25 16:24:53,67,Via Kenaston to Westdale,10549
2222952,2016-11-17 15:37:00,67,City Hall,60492
2215871,2016-11-09 15:45:41,67,City Hall,60444
2214710,2016-11-08 15:52:06,67,City Hall,10565
2210278,2016-11-03 15:37:02,67,City Hall,60490
2209443,2016-11-02 17:40:55,67,Via Kenaston to Westdale,10549
2208296,2016-11-01 16:14:16,67,Via Kenaston to Westdale,10549
2207270,2016-10-31 16:17:51,67,Via Kenaston to Westdale,10552
2203450,2016-10-27 15:37:35,67,City Hall,60492
2201302,2016-10-25 15:37:52,67,City Hall,60492
2200203,2016-10-24 15:36:56,67,City Hall,60492
2190365,2016-10-13 18:16:58,67,City Hall,10549
2190011,2016-10-13 15:37:22,67,City Hall,60492
2184795,2016-10-06 15:40:09,67,City Hall,60489
2183931,2016-10-05 17:18:43,67,Via Kenaston to Westdale,10546
2180514,2016-10-03 07:56:03,67,City Hall,60444
2180511,2016-10-03 07:53:58,67,City Hall,60451
2180510,2016-10-03 07:53:04,67,City Hall,60931
2178636,2016-09-30 16:14:40,67,Via Kenaston to Westdale,10549
2177194,2016-09-29 16:19:26,67,Via Kenaston to Westdale,10552
2169515,2016-09-22 15:41:48,67,City Hall,60489
2166970,2016-09-20 17:26:35,67,Via Kenaston to Westdale,10573
2162986,2016-09-16 17:22:29,67,Via Kenaston to Westdale,10552
2161766,2016-09-15 16:32:43,67,Via Kenaston to Westdale,20476
2160392,2016-09-14 16:16:12,67,Via Kenaston to Westdale,10548
2154128,2016-09-08 17:16:36,67,Via Kenaston to Westdale,10548
2066215,2016-06-14 17:19:46,67,Via Kenaston to Westdale,10561
2049005,2016-05-27 15:54:05,67,Via Kenaston to Westdale,10552
2033612,2016-05-11 17:09:58,67,Via Kenaston to Westdale,10562
2008914,2016-04-15 16:14:45,67,Via Kenaston to Westdale,10549
1980942,2016-03-07 16:49:43,67,Via Kenaston to Westdale,10545
1965566,2016-02-09 16:48:40,67,Via Kenaston to Westdale,10548
1954137,2016-01-20 17:06:56,67,Via Kenaston to Westdale,10546
1940267,2015-12-18 16:27:58,67,City Hall,10577
1939834,2015-12-17 16:58:57,67,Via Kenaston to Westdale,10545
1939378,2015-12-16 17:00:51,67,Via Kenaston to Westdale,10545
1934887,2015-12-10 16:50:50,67,Via Kenaston to Westdale,10579
1919330,2015-11-19 17:25:35,67,Via Kenaston to Westdale,20476
1918538,2015-11-18 16:49:55,67,Via Kenaston to Westdale,10546
1887578,2015-10-15 16:48:34,67,Via Kenaston to Westdale,10545
1854704,2015-09-15 16:36:45,67,City Hall,10581
1854702,2015-09-15 16:36:37,67,City Hall,10581
1854701,2015-09-15 16:36:24,67,City Hall,10581
1854699,2015-09-15 16:35:37,67,City Hall,10581
1854698,2015-09-15 16:35:31,67,City Hall,10581
1854674,2015-09-15 16:25:32,67,City Hall,10558
1854673,2015-09-15 16:25:24,67,City Hall,10558
1854670,2015-09-15 16:25:03,67,City Hall,10558
1854669,2015-09-15 16:24:58,67,City Hall,10558
1837619,2015-08-28 17:03:30,67,Via Kenaston to Westdale,60479
1739587,2015-05-26 16:27:58,67,Via Kenaston to Westdale,10561
1738338,2015-05-25 16:17:08,67,Via Kenaston to Westdale,10549
1732888,2015-05-20 16:14:56,67,Via Kenaston to Westdale,10545
1684435,2015-03-26 16:27:39,67,Via Kenaston to Westdale,10561
1651812,2015-02-04 15:57:01,67,City Hall,10546
1621697,2014-12-10 17:25:02,67,Via Kenaston to Westdale,20200
1616604,2014-12-02 17:26:55,67,Via Kenaston to Westdale,10549
1608907,2014-11-20 17:12:02,67,Via Kenaston to Westdale,10561
1598477,2014-11-06 17:18:11,67,Via Kenaston to Westdale,10552
1587636,2014-10-27 17:16:46,67,Via Kenaston to Westdale,10576
1543338,2014-09-16 16:31:05,67,Via Kenaston to Westdale,10561
1529396,2014-09-03 16:47:41,67,Via Kenaston to Westdale,10579
1366478,2014-03-19 15:44:11,67,Via Kenaston to Westdale,10548
1365909,2014-03-18 15:51:01,67,Via Kenaston to Westdale,10561
1359722,2014-03-05 18:08:01,67,Via Kenaston to Westdale,20200
1359719,2014-03-05 18:07:46,67,Via Kenaston to Westdale,20200
1349321,2014-02-11 17:20:43,67,Via Kenaston to Westdale,10573
1349320,2014-02-11 17:19:55,67,Via Kenaston to Westdale,10576
1349319,2014-02-11 17:19:48,67,Via Kenaston to Westdale,10576
1339195,2014-01-21 16:55:17,67,Via Kenaston to Westdale,10549
1332103,2014-01-07 17:05:20,67,Via Kenaston to Westdale,10552
1325696,2013-12-17 17:32:22,67,Via Kenaston to Westdale,60780
1319260,2013-12-04 16:31:27,67,Via Kenaston to Westdale,20200
1319250,2013-12-04 16:29:23,67,Via Kenaston to Westdale,20476
1318607,2013-12-03 17:16:24,67,Via Kenaston to Westdale,60877
1315298,2013-11-28 17:40:34,67,Via Kenaston to Westdale,10579
1314516,2013-11-27 18:15:30,67,City Hall,10561
1314498,2013-11-27 18:02:03,67,City Hall,10548
1314392,2013-11-27 17:18:51,67,Via Kenaston to Westdale,10558
1314363,2013-11-27 17:06:39,67,Via Kenaston to Westdale,10543
1307612,2013-11-18 17:12:49,67,Via Kenaston to Westdale,20200
1297388,2013-11-06 17:08:21,67,Via Kenaston to Westdale,10549
1275545,2013-10-17 16:52:38,67,Via Kenaston to Westdale,10548
1260347,2013-10-03 17:13:13,67,Via Kenaston to Westdale,60450
1239917,2013-09-17 16:51:54,67,Via Kenaston to Westdale,60479
1223696,2013-09-04 16:59:59,67,Via Kenaston to Westdale,10552
1222676,2013-09-04 07:33:46,67,City Hall,60464
1207650,2013-08-21 16:22:12,67,City Hall,10577
1193003,2013-08-09 08:12:13,67,City Hall,10577
1064462,2013-04-10 17:05:03,67,Via Kenaston to Westdale,10543
1040673,2013-03-08 16:57:25,67,Via Kenaston to Westdale,10561
1038594,2013-03-06 08:30:56,67,City Hall,60482
1026182,2013-02-14 17:03:04,67,Via Kenaston to Westdale,20200
992972,2012-12-18 17:06:42,67,Via Kenaston to Westdale,60449
989420,2012-12-13 16:46:14,67,Via Kenaston to Westdale,10546
988409,2012-12-12 16:28:07,67,Via Kenaston to Westdale,10573
974736,2012-11-22 17:12:42,67,Via Kenaston to Westdale,20200
974715,2012-11-22 17:03:42,67,Via Kenaston to Westdale,10549
914374,2012-09-20 16:14:16,67,Via Kenaston to Westdale,10549
912854,2012-09-19 16:24:17,67,Via Kenaston to Downtown,60488
910787,2012-09-17 17:24:50,67,Via Kenaston to Westdale,10552
852885,2012-07-26 17:51:07,67,Via Kenaston to Westdale,20200
852858,2012-07-26 17:37:56,67,Via Kenaston to Westdale,10545
810324,2012-06-19 17:06:48,67,Via Kenaston to Westdale,10562
774065,2012-05-15 17:16:15,67,Via Kenaston to Westdale,60471
774048,2012-05-15 17:11:09,67,Via Kenaston to Westdale,60443
774039,2012-05-15 17:07:02,67,Via Kenaston to Westdale,20476
766406,2012-05-08 16:53:27,67,Via Kenaston to Westdale,10549
748692,2012-04-20 16:57:57,67,Via Kenaston to Westdale,10549
