Pass-Up ID,Time,Route Number,Route Destination,stop_id
2373896,2017-06-20 09:26:36,85,To Kildonan Place,40254
2323176,2017-04-28 11:14:05,85,To Henderson & Whellams,40222
2303743,2017-04-06 09:27:47,85,To Kildonan Place,40206
2303022,2017-04-05 14:36:49,85,To Kildonan Place,40595
2253456,2017-01-18 14:36:07,85,To Kildonan Place,40597
2253455,2017-01-18 14:35:29,85,To Kildonan Place,40595
2153822,2016-09-08 15:21:45,85,To Kildonan Place,40750
2153593,2016-09-08 13:23:18,85,To Kildonan Place,40294
2033322,2016-05-11 14:36:16,85,To Kildonan Place,40595
2002165,2016-04-06 14:35:37,85,To Kildonan Place,40595
1950569,2016-01-13 14:36:26,85,To Kildonan Place,40660
1659044,2015-02-18 14:51:03,85,To Henderson & Whellams,40292
1659041,2015-02-18 14:48:03,85,To Henderson & Whellams,40304
1625679,2014-12-16 15:18:22,85,To Kildonan Place,40392
1617121,2014-12-03 15:26:00,85,To Kildonan Place,40597
1598197,2014-11-06 15:34:37,85,To Henderson & Whellams,40293
1598183,2014-11-06 15:29:14,85,To Henderson & Whellams,40296
1594872,2014-11-03 15:28:45,85,To Henderson & Whellams,40296
1592353,2014-10-31 15:35:25,85,To Henderson & Whellams,40305
1592344,2014-10-31 15:33:43,85,To Henderson & Whellams,40296
1590987,2014-10-30 15:26:26,85,To Henderson & Whellams,40306
1589651,2014-10-29 15:33:42,85,To Henderson & Whellams,40291
1589635,2014-10-29 15:29:50,85,To Henderson & Whellams,40306
1588405,2014-10-28 15:36:14,85,To Henderson & Whellams,40290
1574795,2014-10-15 15:39:44,85,To Henderson & Whellams,40292
1568980,2014-10-09 15:29:02,85,To Henderson & Whellams,40306
1567911,2014-10-08 15:30:42,85,To Henderson & Whellams,40305
1566728,2014-10-07 15:36:53,85,To Henderson & Whellams,40290
1566707,2014-10-07 15:31:52,85,To Henderson & Whellams,40296
1561911,2014-10-02 15:41:58,85,To Henderson & Whellams,40742
1561884,2014-10-02 15:31:50,85,To Henderson & Whellams,40301
1560449,2014-10-01 14:34:43,85,To Kildonan Place,40750
1559313,2014-09-30 15:27:13,85,To Henderson & Whellams,40296
1555322,2014-09-26 15:35:28,85,To Henderson & Whellams,40290
1555309,2014-09-26 15:31:37,85,To Henderson & Whellams,40304
1543164,2014-09-16 15:29:41,85,To Henderson & Whellams,40296
1409722,2014-05-14 14:35:42,85,To Kildonan Place,40596
1298368,2013-11-07 15:32:42,85,To Henderson & Whellams,40306
1297027,2013-11-06 14:44:33,85,To Kildonan Place,40610
1232121,2013-09-11 15:19:56,85,To Kildonan Place,40750
1230568,2013-09-10 15:24:27,85,To Kildonan Place,40596
1224982,2013-09-05 15:28:10,85,To Kildonan Place,40660
1223432,2013-09-04 15:22:30,85,To Kildonan Place,40750
1064157,2013-04-10 14:45:27,85,To Henderson & Whellams,40296
1060533,2013-04-05 15:23:04,85,To Kildonan Place,40593
1047184,2013-03-19 15:23:58,85,To Kildonan Place,40593
1038954,2013-03-06 15:21:42,85,To Kildonan Place,40596
1038293,2013-03-05 15:22:56,85,To Kildonan Place,40596
1028173,2013-02-19 15:22:20,85,To Kildonan Place,40561
1012564,2013-01-23 15:23:24,85,To Kildonan Place,40600
1001350,2013-01-04 14:13:38,85,To Kildonan Place,40198
985617,2012-12-07 15:24:48,85,To Kildonan Place,40601
983078,2012-12-04 15:23:38,85,To Kildonan Place,40660
977604,2012-11-27 15:34:11,85,To Henderson & Whellams,40307
966478,2012-11-13 15:24:25,85,To Kildonan Place,40597
948069,2012-10-23 15:23:06,85,To Kildonan Place,40601
942085,2012-10-17 15:20:41,85,To Kildonan Place,40750
940919,2012-10-16 15:21:55,85,To Kildonan Place,40596
936494,2012-10-11 15:21:23,85,To Kildonan Place,40750
935226,2012-10-10 15:21:39,85,To Kildonan Place,40561
933880,2012-10-09 15:22:37,85,To Kildonan Place,40596
929288,2012-10-03 14:43:46,85,To Henderson & Whellams,40296
929281,2012-10-03 14:38:26,85,To Kildonan Place,40596
928087,2012-10-02 15:23:02,85,To Kildonan Place,40603
926886,2012-10-01 15:23:47,85,To Kildonan Place,40597
920951,2012-09-26 15:21:29,85,To Kildonan Place,40596
902360,2012-09-10 15:22:13,85,To Kildonan Place,40596
899780,2012-09-07 15:25:54,85,To Kildonan Place,40601
898408,2012-09-06 15:21:40,85,To Kildonan Place,40660
774952,2012-05-16 14:39:11,85,To Kildonan Place,40750
756030,2012-04-27 15:32:46,85,To Henderson & Whellams,40296
739704,2012-04-11 14:39:47,85,To Kildonan Place,40561
705858,2012-03-01 15:33:59,85,To Henderson & Whellams,40796
705852,2012-03-01 15:30:12,85,To Henderson & Whellams,40302
705851,2012-03-01 15:29:01,85,To Henderson & Whellams,40306
705849,2012-03-01 15:28:25,85,To Henderson & Whellams,40306
704910,2012-02-29 15:30:24,85,To Henderson & Whellams,40300
704908,2012-02-29 15:30:09,85,To Henderson & Whellams,40301
703956,2012-02-28 15:33:39,85,To Henderson & Whellams,40292
703954,2012-02-28 15:32:55,85,To Henderson & Whellams,40295
703952,2012-02-28 15:32:02,85,To Henderson & Whellams,40300
703950,2012-02-28 15:31:31,85,To Henderson & Whellams,40302
703947,2012-02-28 15:30:28,85,To Henderson & Whellams,40307
703121,2012-02-27 15:32:00,85,To Henderson & Whellams,40302
703117,2012-02-27 15:30:53,85,To Henderson & Whellams,40306
701313,2012-02-24 15:32:12,85,To Henderson & Whellams,40297
701309,2012-02-24 15:30:54,85,To Henderson & Whellams,40301
701308,2012-02-24 15:30:19,85,To Henderson & Whellams,40305
700604,2012-02-23 15:34:04,85,To Henderson & Whellams,40292
700602,2012-02-23 15:32:13,85,To Henderson & Whellams,40299
700598,2012-02-23 15:31:23,85,To Henderson & Whellams,40302
694307,2012-02-15 14:42:38,85,To Henderson & Whellams,40296
694291,2012-02-15 14:35:46,85,To Kildonan Place,40595
690262,2012-02-09 15:35:55,85,To Henderson & Whellams,40290
690259,2012-02-09 15:35:28,85,To Henderson & Whellams,40292
690257,2012-02-09 15:35:07,85,To Henderson & Whellams,40294
690255,2012-02-09 15:34:36,85,To Henderson & Whellams,40297
690252,2012-02-09 15:33:49,85,To Henderson & Whellams,40298
689508,2012-02-08 15:37:02,85,To Henderson & Whellams,40679
689504,2012-02-08 15:35:10,85,To Henderson & Whellams,40796
674235,2012-01-18 14:40:00,85,To Kildonan Place,40610
674232,2012-01-18 14:36:50,85,To Kildonan Place,40660
638312,2011-11-25 15:40:02,85,To Henderson,40299
638309,2011-11-25 15:39:37,85,To Henderson,40300
450577,2011-05-26 15:19:40,85,To Kildonan Place,40560
404695,2011-04-04 15:23:41,85,To Kildonan Place,40660
380736,2011-02-22 15:23:31,85,To Kildonan Place,40596
378860,2011-02-17 15:22:05,85,To Kildonan Place,40750
376845,2011-02-14 15:22:12,85,To Kildonan Place,40660
365119,2011-01-07 15:28:41,85,To Kildonan Place,40597
204723,2010-06-07 15:31:12,85,To Kildonan Place,40602
137448,2010-03-02 15:23:38,85,To Kildonan Place,40596
134991,2010-02-25 15:24:44,85,To Kildonan Place,40596
128631,2010-02-10 14:39:16,85,To Kildonan Place,40597
128236,2010-02-09 15:22:57,85,To Kildonan Place,40660
118144,2010-01-12 15:24:34,85,To Kildonan Place,40596
110890,2009-12-16 15:30:49,85,To Kildonan Place,40538
107588,2009-12-07 15:22:30,85,To Kildonan Place,40596
105051,2009-12-01 15:23:59,85,To Kildonan Place,40596
