Pass-Up ID,Time,Route Number,Route Destination,stop_id
3832279,2023-12-05 12:31:28,671,University of Manitoba,60083
3832133,2023-12-05 09:38:16,671,University of Manitoba,60070
3828791,2023-11-30 09:42:48,671,University of Manitoba,60083
3827849,2023-11-29 09:35:37,671,University of Manitoba,61024
3826998,2023-11-28 11:10:24,671,University of Manitoba,60086
3826912,2023-11-28 09:32:18,671,University of Manitoba,61173
3826822,2023-11-28 08:16:14,671,University of Manitoba,60090
3823705,2023-11-23 09:37:36,671,University of Manitoba,60071
3822037,2023-11-21 09:38:55,671,University of Manitoba,60680
3821210,2023-11-20 11:08:43,671,University of Manitoba,60084
3821090,2023-11-20 09:12:08,671,University of Manitoba,60075
3813991,2023-11-10 10:06:53,671,University of Manitoba,60681
3813186,2023-11-09 09:38:16,671,University of Manitoba,60072
3813075,2023-11-09 08:06:51,671,University of Manitoba,61023
3812448,2023-11-08 09:16:39,671,University of Manitoba,60076
3812354,2023-11-08 08:12:06,671,University of Manitoba,60076
3811697,2023-11-07 11:05:17,671,University of Manitoba,60075
3811616,2023-11-07 09:39:50,671,University of Manitoba,60082
3811493,2023-11-07 08:09:16,671,University of Manitoba,60068
3810805,2023-11-06 11:05:11,671,University of Manitoba,60681
3810770,2023-11-06 10:08:53,671,University of Manitoba,60075
3810733,2023-11-06 09:10:24,671,University of Manitoba,60075
3809025,2023-11-03 11:08:04,671,University of Manitoba,60083
3809024,2023-11-03 11:07:57,671,University of Manitoba,60083
3808995,2023-11-03 10:08:42,671,University of Manitoba,60082
3808973,2023-11-03 09:09:34,671,University of Manitoba,60076
3808853,2023-11-02 21:07:23,671,Prairie Pointe,60088
3808332,2023-11-02 11:04:01,671,University of Manitoba,60070
3808284,2023-11-02 09:36:25,671,University of Manitoba,60071
3808168,2023-11-02 08:10:34,671,University of Manitoba,60680
3808167,2023-11-02 08:10:29,671,University of Manitoba,60680
3808165,2023-11-02 08:10:15,671,University of Manitoba,60070
3808164,2023-11-02 08:10:06,671,University of Manitoba,60070
3807534,2023-11-01 11:05:23,671,University of Manitoba,60075
3807395,2023-11-01 08:11:22,671,University of Manitoba,60681
3807394,2023-11-01 08:10:27,671,University of Manitoba,60070
3807393,2023-11-01 08:10:19,671,University of Manitoba,60070
3806814,2023-10-31 13:15:21,671,Prairie Pointe,60105
3806813,2023-10-31 13:15:15,671,Prairie Pointe,60105
3806718,2023-10-31 11:06:31,671,University of Manitoba,60073
3806656,2023-10-31 09:32:25,671,University of Manitoba,61180
3806537,2023-10-31 08:05:46,671,University of Manitoba,61179
3806331,2023-10-30 16:30:18,671,Prairie Pointe,60090
3804483,2023-10-27 13:56:31,671,University of Manitoba,60086
3804449,2023-10-27 13:00:17,671,University of Manitoba,60082
