Pass-Up ID,Time,Route Number,Route Destination,stop_id
3830748,2023-12-02 20:40:03,45,To Kildonan Place,10629
3612970,2023-04-12 16:21:08,45,To Kildonan Place,10629
3612914,2023-04-12 15:47:44,45,To Downtown,30777
3609247,2023-04-06 16:25:02,45,To Kildonan Place,10629
3608445,2023-04-04 15:38:39,45,To Downtown,40459
3607753,2023-04-03 15:38:59,45,To Downtown,40464
3604409,2023-03-29 16:23:15,45,To Kildonan Place,10634
3600663,2023-03-23 16:17:47,45,To Kildonan Place,30097
3598614,2023-03-20 16:31:00,45,To Kildonan Place,30360
3595350,2023-03-14 16:37:13,45,To Kildonan Place,40458
3566091,2023-01-10 16:26:28,45,To Kildonan Place,30777
3566045,2023-01-10 15:51:54,45,To Downtown,30096
3563438,2023-01-04 15:53:15,45,To Downtown,10632
3559863,2022-12-22 16:28:41,45,To Downtown,30096
3559856,2022-12-22 16:18:54,45,To Downtown,40466
3557729,2022-12-15 15:59:19,45,To Downtown,10633
3406709,2022-05-27 17:14:50,45,To Kildonan Place,40460
3406694,2022-05-27 17:05:50,45,To Kildonan Place,30628
3391722,2022-05-03 18:04:45,45,To Downtown,40285
3281585,2021-08-13 09:50:54,45,To Downtown,30545
3219099,2021-04-03 09:13:20,45,To Downtown,10631
3141350,2020-07-16 14:39:51,45,To Kildonan Place,40340
3114311,2020-04-05 13:30:09,45,To Kildonan Place,10631
3114194,2020-04-03 15:06:05,45,To Kildonan Place,40467
3050140,2019-11-16 20:16:21,45,To Kildonan Place,30627
3029514,2019-10-18 15:32:01,45,To Kildonan Place,30113
3027753,2019-10-16 17:10:49,45,To Kildonan Place,10632
2995253,2019-09-06 17:05:11,45,To Kildonan Place,40457
2947739,2019-07-13 17:00:06,45,To Kildonan Place,40774
2799333,2018-11-28 16:51:05,45,To Kildonan Place,10633
2764475,2018-10-15 16:10:14,45,To Kildonan Place,10631
2722690,2018-08-30 16:53:05,45,To Kildonan Place,30113
2380798,2017-06-26 18:03:05,45,To Downtown,10630
2343902,2017-05-19 15:16:55,45,To Kildonan Place,10631
2277194,2017-02-28 16:24:28,45,To Kildonan Place,10633
2250271,2017-01-10 10:04:15,45,To Downtown,40200
2239372,2016-12-08 17:14:39,45,To Kildonan Place,10630
2238453,2016-12-06 17:40:09,45,To Kildonan Place,30113
2144183,2016-08-29 16:15:34,45,To Downtown,40226
2103001,2016-07-20 11:46:31,45,To Kildonan Place,40662
2033642,2016-05-11 17:22:51,45,To Kildonan Place,10631
1925597,2015-11-28 15:30:53,45,To Downtown,30096
1863133,2015-09-22 16:06:44,45,To Kildonan Place,10631
1588824,2014-10-29 08:29:39,45,To Downtown,10631
1347513,2014-02-07 16:20:12,45,To Kildonan Place,10631
1314258,2013-11-27 16:32:05,45,To Kildonan Place,10631
1299444,2013-11-08 15:48:51,45,To Kildonan Place,30113
1297620,2013-11-07 07:55:38,45,To Downtown,30760
1191294,2013-08-07 17:01:36,45,To Kildonan Place,10877
1058733,2013-04-03 16:13:52,45,To Kildonan Place,30760
1042617,2013-03-12 10:00:05,45,To Downtown,30777
975094,2012-11-23 11:30:28,45,To Downtown,10631
961043,2012-11-06 07:57:34,45,To Downtown,30113
925025,2012-09-29 14:33:53,45,To Kildonan Place,40467
904348,2012-09-12 09:48:37,45,To Downtown,40456
897695,2012-09-06 07:59:37,45,To Downtown,10631
826616,2012-07-02 00:04:26,45,To Munroe & Prevette,10633
826605,2012-07-01 23:58:27,45,To Munroe & Prevette,10627
826603,2012-07-01 23:57:31,45,To Munroe & Prevette,10638
740064,2012-04-11 17:29:10,45,To Kildonan Place,30760
725465,2012-03-25 15:07:45,45,To Downtown,10634
657152,2011-12-21 10:10:47,45,To Kildonan Place,40339
624002,2011-11-08 16:20:05,45,To Kildonan Place,30545
623998,2011-11-08 16:18:16,45,To Kildonan Place,10631
480352,2011-06-24 11:36:00,45,To Downtown,40780
308200,2010-10-05 16:59:00,45,To Kildonan Place,40464
308193,2010-10-05 16:54:25,45,To Kildonan Place,30777
300974,2010-09-28 17:25:08,45,To Kildonan Place,40467
300965,2010-09-28 17:21:30,45,To Kildonan Place,30961
300961,2010-09-28 17:19:15,45,To Kildonan Place,30777
300946,2010-09-28 17:15:22,45,To Kildonan Place,10629
167959,2010-04-20 16:59:45,45,To Kildonan Place,10631
