Pass-Up ID,Time,Route Number,Route Destination,stop_id
3837595,2023-12-13 15:48:55,90,To North Transcona,40281
3828425,2023-11-29 17:13:48,90,To Henderson & Whellams,40225
3819305,2023-11-17 15:50:00,90,To North Transcona,40254
3818485,2023-11-16 15:41:07,90,To North Transcona,40507
3817670,2023-11-15 15:37:09,90,To North Transcona,40507
3811484,2023-11-07 08:04:25,90,To North Transcona,40423
3809321,2023-11-03 15:41:48,90,To North Transcona,40281
3804592,2023-10-27 15:41:41,90,To North Transcona,40308
3767060,2023-09-18 07:51:17,90,To Henderson & Whellams,40280
3755666,2023-09-07 07:59:47,90,To Henderson & Whellams,40351
3700551,2023-07-14 11:25:19,90,To Henderson & Whellams,40552
3700550,2023-07-14 11:25:12,90,To Henderson & Whellams,40552
3669322,2023-06-13 15:39:07,90,To North Transcona,40308
3665141,2023-06-09 12:36:07,90,To Henderson & Whellams,40315
3635569,2023-05-10 15:44:27,90,To North Transcona,40236
3624039,2023-04-27 15:40:27,90,To North Transcona,40509
3618231,2023-04-19 15:49:45,90,To North Transcona,40308
3617424,2023-04-18 15:42:44,90,To North Transcona,40281
3616041,2023-04-17 07:49:58,90,To Henderson & Whellams,40281
3598561,2023-03-20 15:41:46,90,To North Transcona,40308
3596460,2023-03-16 15:38:53,90,To North Transcona,40308
3594740,2023-03-13 15:43:54,90,To North Transcona,40308
3593648,2023-03-10 19:07:11,90,To Henderson & Whellams,40789
3582652,2023-02-16 15:40:06,90,To North Transcona,40308
3581063,2023-02-13 15:44:19,90,To North Transcona,40308
3580713,2023-02-13 08:00:35,90,To Henderson & Whellams,40510
3575360,2023-01-31 15:39:54,90,To North Transcona,40308
3573877,2023-01-26 15:42:57,90,To North Transcona,40254
3573574,2023-01-26 08:00:19,90,To Henderson & Whellams,40272
3572821,2023-01-24 15:40:31,90,To North Transcona,40308
3572259,2023-01-23 15:33:14,90,To North Transcona,40507
3571013,2023-01-20 15:39:09,90,To North Transcona,40308
3570498,2023-01-19 15:42:12,90,To North Transcona,40281
3569644,2023-01-18 07:49:40,90,To Henderson & Whellams,40323
