Pass-Up ID,Time,Route Number,Route Destination,stop_id
3560992,2022-12-28 06:15:53,49,To North Transcona,50177
3559022,2022-12-20 06:21:22,49,To North Transcona,50174
3558702,2022-12-19 06:32:55,49,To North Transcona,10611
3557079,2022-12-14 06:17:23,49,To North Transcona,10804
3554614,2022-12-09 06:42:21,49,To North Transcona,10710
3550060,2022-11-28 06:19:54,49,To North Transcona,50162
3547893,2022-11-24 06:16:11,49,To North Transcona,10710
3543501,2022-11-15 06:16:15,49,To North Transcona,50171
3543500,2022-11-15 06:14:14,49,To North Transcona,10710
3540154,2022-11-08 06:27:49,49,To North Transcona,10710
3539491,2022-11-07 06:21:12,49,To North Transcona,50157
3536895,2022-11-03 06:14:57,49,To North Transcona,10710
3529352,2022-10-25 06:17:43,49,To North Transcona,10803
3529351,2022-10-25 06:16:43,49,To North Transcona,10761
3528649,2022-10-24 06:25:41,49,To North Transcona,10611
3519253,2022-10-12 06:20:20,49,To North Transcona,50157
3519252,2022-10-12 06:18:24,49,To North Transcona,50170
3518253,2022-10-11 06:19:27,49,To North Transcona,50157
3518252,2022-10-11 06:16:51,49,To North Transcona,50176
3505002,2022-09-26 06:18:17,49,To North Transcona,50166
3501062,2022-09-21 06:16:08,49,To North Transcona,10803
3493502,2022-09-12 06:18:48,49,To North Transcona,10804
