Pass-Up ID,Time,Route Number,Route Destination,stop_id
3826041,2023-11-26 18:17:26,677,Beaumont Station,60995
3825730,2023-11-25 21:40:00,677,Beaumont Station,60008
3825119,2023-11-24 21:34:53,677,Beaumont Station,60007
3815525,2023-11-12 18:20:41,677,Beaumont Station,60995
3800308,2023-10-22 18:21:10,677,Beaumont Station,61131
3793220,2023-10-15 18:18:54,677,Beaumont Station,60995
3786908,2023-10-08 18:21:16,677,Beaumont Station,61235
3781362,2023-10-01 18:29:31,677,Beaumont Station,60006
3781358,2023-10-01 18:21:22,677,Beaumont Station,60995
3766862,2023-09-17 18:17:51,677,Beaumont Station,60995
3766379,2023-09-17 10:35:05,677,Outlet Mall,61203
3752782,2023-09-03 18:21:01,677,Beaumont Station,60995
3738602,2023-08-20 18:19:52,677,Beaumont Station,60995
3731320,2023-08-13 18:18:32,677,Beaumont Station,60995
3724669,2023-08-06 18:23:36,677,Beaumont Station,60005
3724668,2023-08-06 18:19:21,677,Beaumont Station,60995
3710030,2023-07-23 18:28:22,677,Beaumont Station,61283
3710017,2023-07-23 18:17:26,677,Beaumont Station,60995
3681589,2023-06-25 18:22:55,677,Beaumont Station,60995
3647540,2023-05-22 18:21:08,677,Beaumont Station,61256
3646100,2023-05-20 21:23:36,677,Beaumont Station,60006
3598079,2023-03-19 18:25:40,677,Beaumont Station,60008
3550020,2022-11-27 18:20:15,677,Beaumont Station,61256
3522735,2022-10-16 18:27:52,677,Beaumont Station,60008
3510806,2022-10-01 21:21:10,677,Beaumont Station,60995
3488148,2022-09-05 18:30:28,677,Beaumont Station,61103
3488141,2022-09-05 18:28:13,677,Beaumont Station,60004
3475792,2022-08-21 18:23:54,677,Beaumont Station,61131
3457737,2022-07-31 18:26:22,677,Beaumont Station,60006
3457733,2022-07-31 18:18:35,677,Beaumont Station,61256
