Pass-Up ID,Time,Route Number,Route Destination,stop_id
3559864,2022-12-22 16:29:18,18,To Corydon & Edgeland,30092
3559446,2022-12-21 11:36:38,18,To Garden City Centre,30092
3559302,2022-12-20 17:12:31,18,To Corydon & Edgeland,10619
3559283,2022-12-20 16:40:36,18,To Corydon & Edgeland,10619
3558169,2022-12-16 16:16:37,18,To Garden City Centre,10629
3557401,2022-12-14 16:39:30,18,To Corydon & Edgeland,10704
3555432,2022-12-10 15:19:16,18,To Assiniboine Park,30077
3555017,2022-12-09 17:00:52,18,To Garden City Centre,30087
3554534,2022-12-08 17:36:08,18,To Garden City Centre,10636
3554108,2022-12-07 16:45:51,18,To Garden City Centre,10630
3553833,2022-12-06 17:38:03,18,To Corydon & Edgeland,30420
3553753,2022-12-06 15:52:38,18,To Corydon & Edgeland,30083
3552453,2022-12-02 17:00:21,18,To Garden City Centre,30095
3548886,2022-11-25 16:09:11,18,To Garden City Centre,10634
3545922,2022-11-19 16:15:38,18,To Garden City Centre,10629
3545375,2022-11-18 15:26:22,18,To Garden City Centre,10628
3544980,2022-11-17 17:38:08,18,To Corydon & Edgeland,30094
3544929,2022-11-17 16:24:01,18,To Corydon & Edgeland,10619
3544923,2022-11-17 16:20:59,18,To Garden City Centre,10630
3544466,2022-11-16 16:44:16,18,To Garden City Centre,30097
3544343,2022-11-16 14:48:07,18,To Corydon & Edgeland,30225
3543946,2022-11-15 16:38:52,18,To Garden City Centre,10631
3543688,2022-11-15 11:51:47,18,To Corydon & Edgeland,30073
3543380,2022-11-14 16:36:01,18,To Garden City Centre,10616
3541317,2022-11-09 15:45:05,18,To Garden City Centre,10631
3541238,2022-11-09 14:47:03,18,To Corydon & Edgeland,30416
3541213,2022-11-09 14:25:27,18,To Garden City Centre,30091
3540753,2022-11-08 18:00:03,18,To Garden City Centre,30087
3540567,2022-11-08 15:21:43,18,To Corydon & Edgeland,10598
3538328,2022-11-04 16:46:35,18,To Garden City Centre,30097
3537479,2022-11-03 16:40:10,18,To Garden City Centre,10631
3534871,2022-10-31 16:40:08,18,To Garden City Centre,10628
